date,pet_hargreaves,discharge_vol_obs,discharge_spec_obs,discharge_vol_sim_lstm,discharge_spec_sim_lstm,discharge_vol_sim_hbv,discharge_spec_sim_hbv,simulation_period
1970-10-06,0.56,,,6.19,1.01,6.52,1.06,training
1970-10-07,0.51,,,5.63,0.92,5.95,0.97,training
1970-10-08,0.47,,,5.25,0.85,5.6,0.91,training
1970-10-09,0.47,,,5.04,0.82,5.38,0.88,training
1970-10-10,0.49,,,4.74,0.77,5.22,0.85,training
1970-10-11,0.48,,,4.69,0.76,5.1,0.83,training
1970-10-12,0.44,,,4.55,0.74,4.99,0.81,training
1970-10-13,0.42,,,4.5,0.73,4.91,0.8,training
1970-10-14,0.4,,,4.47,0.73,4.83,0.79,training
1970-10-15,0.33,,,4.45,0.72,4.74,0.77,training
1970-10-16,0.36,,,4.36,0.71,4.66,0.76,training
1970-10-17,0.35,,,4.39,0.72,4.58,0.74,training
1970-10-18,0.4,,,4.38,0.71,4.49,0.73,training
1970-10-19,0.37,,,4.44,0.72,4.5,0.73,training
1970-10-20,0.33,,,4.8,0.78,4.52,0.74,training
1970-10-21,0.33,,,4.82,0.78,4.53,0.74,training
1970-10-22,0.33,,,4.71,0.77,4.52,0.74,training
1970-10-23,0.28,,,4.55,0.74,4.48,0.73,training
1970-10-24,0.34,,,4.56,0.74,4.62,0.75,training
1970-10-25,0.37,,,5.15,0.84,4.66,0.76,training
1970-10-26,0.33,,,5.92,0.96,5.69,0.93,training
1970-10-27,0.3,,,7.11,1.16,6.54,1.06,training
1970-10-28,0.35,,,7.65,1.25,6.69,1.09,training
1970-10-29,0.33,,,7.32,1.19,6.16,1.0,training
1970-10-30,0.39,,,6.99,1.14,7.88,1.28,training
1970-10-31,0.36,,,10.26,1.67,9.02,1.47,training
1970-11-01,0.32,14.6,2.38,10.83,1.76,8.88,1.45,training
1970-11-02,0.29,13.5,2.2,8.92,1.45,9.51,1.55,training
1970-11-03,0.31,13.7,2.23,9.86,1.6,11.21,1.82,training
1970-11-04,0.29,14.9,2.43,13.41,2.18,13.02,2.12,training
1970-11-05,0.27,15.6,2.54,15.63,2.54,14.83,2.41,training
1970-11-06,0.23,16.1,2.62,16.83,2.74,15.18,2.47,training
1970-11-07,0.19,16.1,2.62,14.3,2.33,13.98,2.28,training
1970-11-08,0.21,12.7,2.07,10.39,1.69,12.43,2.02,training
1970-11-09,0.27,8.42,1.37,8.8,1.43,11.47,1.87,training
1970-11-10,0.24,8.74,1.42,8.94,1.46,10.53,1.71,training
1970-11-11,0.29,10.5,1.71,9.27,1.51,11.15,1.82,training
1970-11-12,0.3,12.8,2.08,11.83,1.93,10.86,1.77,training
1970-11-13,0.24,11.7,1.9,10.85,1.77,9.68,1.58,training
1970-11-14,0.22,8.59,1.4,8.7,1.42,8.4,1.37,training
1970-11-15,0.24,7.21,1.17,7.35,1.2,7.6,1.24,training
1970-11-16,0.23,6.72,1.09,6.97,1.14,7.11,1.16,training
1970-11-17,0.24,6.23,1.01,6.5,1.06,6.86,1.12,training
1970-11-18,0.3,6.32,1.03,6.79,1.1,6.72,1.09,training
1970-11-19,0.33,6.58,1.07,6.68,1.09,6.6,1.07,training
1970-11-20,0.27,6.2,1.01,6.53,1.06,6.52,1.06,training
1970-11-21,0.26,6.11,0.99,6.19,1.01,6.42,1.05,training
1970-11-22,0.24,5.9,0.96,5.97,0.97,6.32,1.03,training
1970-11-23,0.25,5.54,0.9,5.66,0.92,6.21,1.01,training
1970-11-24,0.26,5.41,0.88,5.6,0.91,6.11,0.99,training
1970-11-25,0.27,5.41,0.88,5.46,0.89,6.0,0.98,training
1970-11-26,0.29,5.2,0.85,5.44,0.89,5.89,0.96,training
1970-11-27,0.28,5.3,0.86,5.35,0.87,5.79,0.94,training
1970-11-28,0.27,5.12,0.83,5.27,0.86,5.7,0.93,training
1970-11-29,0.32,5.63,0.92,5.26,0.86,5.67,0.92,training
1970-11-30,0.35,5.53,0.9,5.57,0.91,5.64,0.92,training
1970-12-01,0.27,5.59,0.91,5.64,0.92,5.61,0.91,training
1970-12-02,0.27,5.87,0.96,5.72,0.93,6.22,1.01,training
1970-12-03,0.25,6.84,1.11,6.71,1.09,6.63,1.08,training
1970-12-04,0.25,7.96,1.3,7.28,1.19,7.23,1.18,training
1970-12-05,0.29,8.99,1.46,8.07,1.31,6.92,1.13,training
1970-12-06,0.28,8.75,1.42,7.6,1.24,6.54,1.06,training
1970-12-07,0.28,7.24,1.18,7.05,1.15,6.29,1.02,training
1970-12-08,0.25,6.81,1.11,6.53,1.06,6.12,1.0,training
1970-12-09,0.3,6.31,1.03,6.2,1.01,5.98,0.97,training
1970-12-10,0.31,5.93,0.97,6.03,0.98,5.87,0.96,training
1970-12-11,0.3,5.75,0.94,5.89,0.96,5.77,0.94,training
1970-12-12,0.26,5.75,0.94,5.65,0.92,5.66,0.92,training
1970-12-13,0.31,5.65,0.92,5.46,0.89,5.57,0.91,training
1970-12-14,0.29,5.47,0.89,5.51,0.9,5.52,0.9,training
1970-12-15,0.28,5.56,0.91,5.66,0.92,5.46,0.89,training
1970-12-16,0.29,5.37,0.87,5.54,0.9,5.38,0.88,training
1970-12-17,0.27,5.29,0.86,5.43,0.88,5.33,0.87,training
1970-12-18,0.31,5.34,0.87,5.51,0.9,5.27,0.86,training
1970-12-19,0.34,5.34,0.87,5.47,0.89,5.19,0.85,training
1970-12-20,0.35,5.42,0.88,5.49,0.89,5.19,0.85,training
1970-12-21,0.28,5.53,0.9,5.86,0.95,5.18,0.84,training
1970-12-22,0.25,5.61,0.91,5.7,0.93,5.13,0.83,training
1970-12-23,0.2,5.34,0.87,5.43,0.88,5.06,0.82,training
1970-12-24,0.24,5.01,0.82,5.15,0.84,4.98,0.81,training
1970-12-25,0.24,4.67,0.76,5.05,0.82,4.89,0.8,training
1970-12-26,0.2,4.67,0.76,4.95,0.81,4.81,0.78,training
1970-12-27,0.22,4.8,0.78,4.82,0.78,4.72,0.77,training
1970-12-28,0.27,4.56,0.74,4.81,0.78,4.64,0.75,training
1970-12-29,0.29,4.8,0.78,5.1,0.83,4.55,0.74,training
1970-12-30,0.23,4.89,0.8,5.16,0.84,4.47,0.73,training
1970-12-31,0.14,4.89,0.8,5.0,0.81,4.39,0.71,training
1971-01-01,0.18,4.56,0.74,5.08,0.83,4.31,0.7,training
1971-01-02,0.27,4.56,0.74,5.31,0.86,4.23,0.69,training
1971-01-03,0.1,4.48,0.73,5.45,0.89,4.16,0.68,training
1971-01-04,0.16,4.56,0.74,5.4,0.88,4.08,0.66,training
1971-01-05,0.23,4.56,0.74,5.31,0.87,4.01,0.65,training
1971-01-06,0.15,4.72,0.77,5.4,0.88,3.93,0.64,training
1971-01-07,0.42,4.94,0.8,5.45,0.89,3.86,0.63,training
1971-01-08,0.57,4.3,0.7,5.68,0.92,4.31,0.7,training
1971-01-09,0.57,4.45,0.72,6.46,1.05,4.99,0.81,training
1971-01-10,0.54,4.61,0.75,6.61,1.08,4.82,0.78,training
1971-01-11,0.5,4.37,0.71,6.11,0.99,4.54,0.74,training
1971-01-12,0.5,4.37,0.71,5.5,0.89,4.33,0.7,training
1971-01-13,0.46,4.68,0.76,5.18,0.84,4.18,0.68,training
1971-01-14,0.52,4.34,0.71,5.0,0.81,4.06,0.66,training
1971-01-15,0.58,4.49,0.73,5.11,0.83,3.99,0.65,training
1971-01-16,0.68,4.49,0.73,5.46,0.89,4.06,0.66,training
1971-01-17,0.67,5.94,0.97,6.68,1.09,4.04,0.66,training
1971-01-18,0.67,5.75,0.94,6.24,1.02,3.99,0.65,training
1971-01-19,0.76,5.44,0.89,5.98,0.97,3.97,0.65,training
1971-01-20,0.8,6.21,1.01,6.44,1.05,3.94,0.64,training
1971-01-21,0.73,6.61,1.08,6.59,1.07,3.9,0.63,training
1971-01-22,0.83,6.16,1.0,6.03,0.98,3.88,0.63,training
1971-01-23,0.88,5.87,0.96,6.4,1.04,4.25,0.69,training
1971-01-24,0.93,5.73,0.93,7.69,1.25,4.19,0.68,training
1971-01-25,0.98,5.64,0.92,7.44,1.21,4.17,0.68,training
1971-01-26,0.96,5.28,0.86,7.61,1.24,5.09,0.83,training
1971-01-27,1.03,5.15,0.84,9.09,1.48,5.47,0.89,training
1971-01-28,0.96,5.98,0.97,8.9,1.45,5.11,0.83,training
1971-01-29,0.93,6.65,1.08,7.78,1.27,4.84,0.79,training
1971-01-30,0.92,5.84,0.95,7.0,1.14,4.65,0.76,training
1971-01-31,1.01,5.66,0.92,6.55,1.07,4.52,0.73,training
1971-02-01,0.63,5.8,0.94,6.37,1.04,4.41,0.72,training
1971-02-02,0.64,5.71,0.93,6.11,1.0,4.31,0.7,training
1971-02-03,0.79,5.86,0.95,6.38,1.04,4.35,0.71,training
1971-02-04,0.87,6.46,1.05,6.51,1.06,4.36,0.71,training
1971-02-05,0.88,6.57,1.07,6.52,1.06,4.34,0.71,training
1971-02-06,0.9,6.25,1.02,6.41,1.04,4.29,0.7,training
1971-02-07,0.9,6.09,0.99,6.18,1.01,4.28,0.7,training
1971-02-08,1.0,6.61,1.08,6.24,1.02,4.24,0.69,training
1971-02-09,0.95,8.74,1.42,6.08,0.99,4.19,0.68,training
1971-02-10,0.91,8.39,1.37,5.81,0.95,4.13,0.67,training
1971-02-11,0.84,7.62,1.24,5.69,0.93,4.07,0.66,training
1971-02-12,0.95,9.11,1.48,5.62,0.92,4.17,0.68,training
1971-02-13,1.02,10.1,1.64,6.28,1.02,4.18,0.68,training
1971-02-14,0.94,8.1,1.32,6.41,1.04,4.16,0.68,training
1971-02-15,1.04,7.48,1.22,5.96,0.97,4.11,0.67,training
1971-02-16,1.04,6.74,1.1,5.77,0.94,4.09,0.67,training
1971-02-17,0.99,6.12,1.0,5.87,0.96,4.07,0.66,training
1971-02-18,0.99,5.58,0.91,5.83,0.95,4.05,0.66,training
1971-02-19,0.97,5.41,0.88,5.82,0.95,4.02,0.65,training
1971-02-20,0.97,5.62,0.91,5.68,0.93,4.0,0.65,training
1971-02-21,1.08,5.35,0.87,5.8,0.94,4.26,0.69,training
1971-02-22,1.07,6.1,0.99,6.49,1.06,4.24,0.69,training
1971-02-23,0.98,6.0,0.98,6.36,1.04,4.18,0.68,training
1971-02-24,1.11,5.56,0.91,5.94,0.97,4.15,0.68,training
1971-02-25,1.02,5.56,0.91,5.83,0.95,4.12,0.67,training
1971-02-26,0.68,5.56,0.91,5.78,0.94,4.08,0.66,training
1971-02-27,0.62,4.9,0.8,5.53,0.9,4.02,0.65,training
1971-02-28,0.75,4.66,0.76,5.26,0.86,3.95,0.64,training
1971-03-01,0.92,4.57,0.74,4.99,0.81,3.88,0.63,training
1971-03-02,0.93,4.37,0.71,4.95,0.81,3.82,0.62,training
1971-03-03,0.76,4.13,0.67,4.88,0.79,3.75,0.61,training
1971-03-04,0.61,4.21,0.69,4.82,0.79,3.68,0.6,training
1971-03-05,0.55,4.13,0.67,4.77,0.78,3.61,0.59,training
1971-03-06,0.6,3.97,0.65,4.74,0.77,3.55,0.58,training
1971-03-07,1.06,3.97,0.65,4.79,0.78,3.48,0.57,training
1971-03-08,1.35,4.06,0.66,4.8,0.78,3.46,0.56,training
1971-03-09,1.54,4.1,0.67,4.97,0.81,3.49,0.57,training
1971-03-10,1.41,4.42,0.72,5.29,0.86,3.55,0.58,training
1971-03-11,1.29,4.25,0.69,5.47,0.89,3.56,0.58,training
1971-03-12,1.42,4.18,0.68,5.32,0.87,3.61,0.59,training
1971-03-13,1.82,4.49,0.73,5.39,0.88,3.61,0.59,training
1971-03-14,1.96,4.82,0.78,5.71,0.93,3.58,0.58,training
1971-03-15,1.91,4.9,0.8,5.59,0.91,3.54,0.58,training
1971-03-16,1.87,4.82,0.78,5.44,0.89,3.52,0.57,training
1971-03-17,1.79,4.73,0.77,5.47,0.89,3.51,0.57,training
1971-03-18,2.18,4.9,0.8,5.45,0.89,3.5,0.57,training
1971-03-19,2.21,4.9,0.8,5.47,0.89,3.49,0.57,training
1971-03-20,2.02,4.57,0.74,5.37,0.87,3.45,0.56,training
1971-03-21,2.13,4.49,0.73,5.12,0.83,3.4,0.55,training
1971-03-22,1.65,4.46,0.73,5.14,0.84,3.35,0.55,training
1971-03-23,1.76,4.39,0.71,4.98,0.81,3.31,0.54,training
1971-03-24,1.97,4.46,0.73,5.11,0.83,3.31,0.54,training
1971-03-25,2.12,4.95,0.81,5.36,0.87,3.32,0.54,training
1971-03-26,1.87,4.87,0.79,5.46,0.89,3.34,0.54,training
1971-03-27,1.7,4.87,0.79,5.3,0.86,3.33,0.54,training
1971-03-28,1.67,4.54,0.74,5.13,0.83,3.3,0.54,training
1971-03-29,1.8,4.62,0.75,4.95,0.81,3.26,0.53,training
1971-03-30,1.93,4.54,0.74,4.88,0.79,3.21,0.52,training
1971-03-31,1.95,4.54,0.74,4.77,0.78,3.17,0.52,training
1971-04-01,2.76,4.62,0.75,4.73,0.77,3.12,0.51,training
1971-04-02,3.09,4.66,0.76,4.78,0.78,3.09,0.5,training
1971-04-03,3.2,4.66,0.76,4.81,0.78,3.07,0.5,training
1971-04-04,3.28,4.51,0.73,4.99,0.81,3.04,0.49,training
1971-04-05,2.92,4.34,0.71,4.82,0.78,3.0,0.49,training
1971-04-06,2.77,4.26,0.69,4.64,0.76,2.95,0.48,training
1971-04-07,3.07,4.18,0.68,4.48,0.73,2.9,0.47,training
1971-04-08,2.96,4.02,0.65,4.5,0.73,2.85,0.46,training
1971-04-09,3.25,4.02,0.65,4.44,0.72,2.8,0.46,training
1971-04-10,2.72,4.1,0.67,4.41,0.72,2.75,0.45,training
1971-04-11,2.86,4.02,0.65,4.34,0.71,2.7,0.44,training
1971-04-12,2.78,4.06,0.66,4.31,0.7,2.65,0.43,training
1971-04-13,3.03,4.06,0.66,4.3,0.7,2.6,0.42,training
1971-04-14,3.25,4.06,0.66,4.36,0.71,2.56,0.42,training
1971-04-15,3.52,4.06,0.66,4.24,0.69,2.51,0.41,training
1971-04-16,3.52,4.06,0.66,4.29,0.7,2.5,0.41,training
1971-04-17,2.76,4.06,0.66,4.33,0.7,2.49,0.41,training
1971-04-18,3.32,4.06,0.66,4.18,0.68,2.47,0.4,training
1971-04-19,3.56,3.98,0.65,4.12,0.67,2.43,0.4,training
1971-04-20,3.51,3.91,0.64,4.13,0.67,2.39,0.39,training
1971-04-21,3.52,3.98,0.65,4.1,0.67,2.35,0.38,training
1971-04-22,4.17,3.88,0.63,4.02,0.66,2.31,0.38,training
1971-04-23,4.24,3.8,0.62,3.98,0.65,2.29,0.37,training
1971-04-24,3.1,3.8,0.62,4.09,0.67,2.31,0.38,training
1971-04-25,2.71,3.8,0.62,4.12,0.67,2.31,0.38,training
1971-04-26,2.7,3.8,0.62,3.96,0.65,2.29,0.37,training
1971-04-27,2.72,3.8,0.62,3.91,0.64,2.27,0.37,training
1971-04-28,2.75,3.84,0.63,3.84,0.62,2.24,0.36,training
1971-04-29,2.87,3.84,0.63,3.78,0.62,2.21,0.36,training
1971-04-30,3.04,3.84,0.63,3.7,0.6,2.17,0.35,training
1971-05-01,3.66,3.84,0.63,3.65,0.59,2.16,0.35,training
1971-05-02,3.72,3.84,0.63,3.73,0.61,2.14,0.35,training
1971-05-03,4.05,3.88,0.63,3.64,0.59,2.11,0.34,training
1971-05-04,4.25,3.88,0.63,3.66,0.6,2.08,0.34,training
1971-05-05,4.37,3.88,0.63,3.6,0.59,2.05,0.33,training
1971-05-06,4.47,3.88,0.63,3.56,0.58,2.01,0.33,training
1971-05-07,4.69,3.96,0.64,3.46,0.56,1.97,0.32,training
1971-05-08,4.88,3.96,0.64,3.42,0.56,1.94,0.32,training
1971-05-09,5.08,3.83,0.62,3.44,0.56,1.94,0.32,training
1971-05-10,4.64,3.76,0.61,3.54,0.58,1.93,0.31,training
1971-05-11,5.28,3.6,0.59,3.37,0.55,1.91,0.31,training
1971-05-12,5.47,3.57,0.58,3.31,0.54,1.88,0.31,training
1971-05-13,4.93,3.5,0.57,3.35,0.55,1.87,0.3,training
1971-05-14,5.06,3.54,0.58,3.43,0.56,1.86,0.3,training
1971-05-15,4.75,3.43,0.56,3.39,0.55,1.85,0.3,training
1971-05-16,5.06,3.36,0.55,3.55,0.58,1.9,0.31,training
1971-05-17,5.5,3.32,0.54,3.72,0.61,1.98,0.32,training
1971-05-18,5.03,3.29,0.54,3.88,0.63,2.02,0.33,training
1971-05-19,4.85,3.33,0.54,3.56,0.58,2.03,0.33,training
1971-05-20,4.86,3.26,0.53,3.5,0.57,2.01,0.33,training
1971-05-21,4.67,3.22,0.52,3.41,0.55,1.99,0.32,training
1971-05-22,4.72,3.18,0.52,3.27,0.53,1.96,0.32,training
1971-05-23,4.47,3.04,0.49,3.22,0.52,1.93,0.31,training
1971-05-24,3.71,3.01,0.49,3.38,0.55,1.95,0.32,training
1971-05-25,3.68,2.97,0.48,3.6,0.59,1.96,0.32,training
1971-05-26,4.03,2.9,0.47,3.53,0.58,1.96,0.32,training
1971-05-27,4.69,2.87,0.47,3.59,0.58,2.0,0.33,training
1971-05-28,4.48,2.83,0.46,3.76,0.61,2.02,0.33,training
1971-05-29,4.26,3.07,0.5,3.64,0.59,2.01,0.33,training
1971-05-30,4.68,3.47,0.56,3.54,0.58,1.99,0.32,training
1971-05-31,4.95,3.76,0.61,3.36,0.55,1.97,0.32,training
1971-06-01,4.23,3.79,0.62,3.26,0.53,1.94,0.32,training
1971-06-02,4.5,3.54,0.58,3.17,0.52,1.91,0.31,training
1971-06-03,3.96,3.54,0.58,3.15,0.51,1.93,0.31,training
1971-06-04,4.05,4.03,0.66,3.45,0.56,1.99,0.32,training
1971-06-05,3.82,4.04,0.66,3.67,0.6,2.02,0.33,training
1971-06-06,3.69,3.71,0.6,3.47,0.56,2.01,0.33,training
1971-06-07,3.81,4.06,0.66,3.28,0.53,2.0,0.32,training
1971-06-08,3.43,3.61,0.59,3.25,0.53,1.97,0.32,training
1971-06-09,3.49,3.74,0.61,3.33,0.54,1.99,0.32,training
1971-06-10,3.49,4.08,0.66,3.86,0.63,3.05,0.5,training
1971-06-11,3.17,4.46,0.73,5.33,0.87,3.82,0.62,training
1971-06-12,3.04,4.52,0.74,5.53,0.9,3.67,0.6,training
1971-06-13,3.14,4.68,0.76,4.86,0.79,3.27,0.53,training
1971-06-14,3.32,4.33,0.7,4.59,0.75,3.0,0.49,training
1971-06-15,3.18,4.48,0.73,4.29,0.7,2.83,0.46,training
1971-06-16,2.92,4.41,0.72,4.15,0.68,2.75,0.45,training
1971-06-17,2.85,4.41,0.72,4.06,0.66,2.73,0.44,training
1971-06-18,2.86,4.15,0.68,4.11,0.67,2.76,0.45,training
1971-06-19,2.88,4.36,0.71,4.19,0.68,2.77,0.45,training
1971-06-20,3.08,4.36,0.71,4.11,0.67,2.84,0.46,training
1971-06-21,3.04,4.35,0.71,4.5,0.73,2.9,0.47,training
1971-06-22,3.02,4.29,0.7,4.83,0.79,3.34,0.54,training
1971-06-23,3.01,4.29,0.7,5.42,0.88,3.32,0.54,training
1971-06-24,3.11,4.3,0.7,5.08,0.83,3.25,0.53,training
1971-06-25,3.52,4.43,0.72,4.42,0.72,3.25,0.53,training
1971-06-26,3.58,4.65,0.76,4.75,0.77,4.33,0.7,training
1971-06-27,2.9,6.22,1.01,6.93,1.13,5.74,0.93,training
1971-06-28,2.9,8.35,1.36,9.2,1.5,8.22,1.34,training
1971-06-29,2.86,12.2,1.99,11.51,1.87,8.64,1.41,training
1971-06-30,2.84,11.1,1.81,9.45,1.54,7.79,1.27,training
1971-07-01,3.69,6.6,1.07,6.77,1.1,6.35,1.03,training
1971-07-02,3.83,4.49,0.73,5.31,0.86,5.31,0.86,training
1971-07-03,4.0,4.09,0.67,4.75,0.77,4.69,0.76,training
1971-07-04,4.3,3.83,0.62,4.44,0.72,4.34,0.71,training
1971-07-05,4.28,3.59,0.58,4.1,0.67,4.12,0.67,training
1971-07-06,4.17,3.65,0.59,3.82,0.62,3.98,0.65,training
1971-07-07,4.2,3.52,0.57,3.69,0.6,3.87,0.63,training
1971-07-08,4.49,3.41,0.56,3.59,0.58,3.78,0.62,training
1971-07-09,4.6,3.46,0.56,3.54,0.58,3.71,0.6,training
1971-07-10,4.14,3.24,0.53,3.51,0.57,3.63,0.59,training
1971-07-11,3.96,3.57,0.58,3.41,0.56,3.57,0.58,training
1971-07-12,3.74,2.96,0.48,3.34,0.54,3.5,0.57,training
1971-07-13,3.47,2.66,0.43,3.33,0.54,3.44,0.56,training
1971-07-14,3.46,2.81,0.46,3.29,0.53,3.4,0.55,training
1971-07-15,3.58,2.85,0.46,3.35,0.54,3.35,0.55,training
1971-07-16,3.19,2.89,0.47,3.28,0.53,3.3,0.54,training
1971-07-17,3.04,2.75,0.45,3.25,0.53,3.24,0.53,training
1971-07-18,3.07,2.74,0.45,3.27,0.53,3.19,0.52,training
1971-07-19,3.03,2.74,0.45,3.24,0.53,3.13,0.51,training
1971-07-20,3.06,2.98,0.49,3.21,0.52,3.08,0.5,training
1971-07-21,3.2,2.96,0.48,3.28,0.53,3.05,0.5,training
1971-07-22,3.27,2.88,0.47,3.24,0.53,3.01,0.49,training
1971-07-23,3.54,2.76,0.45,3.23,0.53,2.96,0.48,training
1971-07-24,3.6,2.89,0.47,3.23,0.53,2.91,0.47,training
1971-07-25,3.66,2.98,0.49,3.22,0.52,2.9,0.47,training
1971-07-26,3.44,2.92,0.48,3.35,0.54,2.91,0.47,training
1971-07-27,3.58,3.05,0.5,3.45,0.56,3.4,0.55,training
1971-07-28,3.29,3.66,0.6,4.11,0.67,3.35,0.55,training
1971-07-29,3.17,3.74,0.61,3.84,0.62,3.27,0.53,training
1971-07-30,3.07,3.63,0.59,3.55,0.58,3.2,0.52,training
1971-07-31,3.5,3.44,0.56,3.34,0.54,3.13,0.51,training
1971-08-01,2.91,3.25,0.53,3.28,0.53,3.27,0.53,training
1971-08-02,2.88,3.58,0.58,3.62,0.59,3.26,0.53,training
1971-08-03,2.98,3.67,0.6,3.48,0.57,3.25,0.53,training
1971-08-04,2.64,3.71,0.6,3.51,0.57,3.24,0.53,training
1971-08-05,2.6,3.59,0.58,3.43,0.56,3.24,0.53,training
1971-08-06,2.69,3.56,0.58,3.37,0.55,3.23,0.53,training
1971-08-07,2.49,3.48,0.57,3.41,0.56,3.23,0.53,training
1971-08-08,2.33,3.54,0.58,3.35,0.54,3.2,0.52,training
1971-08-09,2.46,3.11,0.51,3.28,0.53,3.16,0.51,training
1971-08-10,2.48,2.84,0.46,3.21,0.52,3.11,0.51,training
1971-08-11,2.39,3.12,0.51,3.24,0.53,3.07,0.5,training
1971-08-12,2.19,3.31,0.54,3.18,0.52,3.03,0.49,training
1971-08-13,2.32,3.1,0.5,3.18,0.52,3.02,0.49,training
1971-08-14,2.43,3.28,0.53,3.46,0.56,3.19,0.52,training
1971-08-15,2.2,4.08,0.66,3.99,0.65,3.22,0.52,training
1971-08-16,1.98,4.11,0.67,3.66,0.6,3.2,0.52,training
1971-08-17,2.01,4.13,0.67,3.37,0.55,3.17,0.52,training
1971-08-18,2.25,4.08,0.66,3.2,0.52,3.12,0.51,training
1971-08-19,2.35,4.37,0.71,3.28,0.53,3.07,0.5,training
1971-08-20,2.34,4.23,0.69,3.14,0.51,3.02,0.49,training
1971-08-21,2.19,4.39,0.71,3.11,0.51,3.05,0.5,training
1971-08-22,2.04,5.08,0.83,6.25,1.02,5.97,0.97,training
1971-08-23,1.86,14.3,2.33,8.05,1.31,6.78,1.1,training
1971-08-24,1.7,5.64,0.92,6.56,1.07,6.16,1.0,training
1971-08-25,1.76,4.18,0.68,4.68,0.76,5.08,0.83,training
1971-08-26,1.77,3.86,0.63,4.03,0.66,4.4,0.72,training
1971-08-27,1.72,3.6,0.59,3.85,0.63,4.06,0.66,training
1971-08-28,1.7,4.08,0.66,4.08,0.66,3.89,0.63,training
1971-08-29,1.79,4.06,0.66,3.89,0.63,3.78,0.62,training
1971-08-30,1.63,3.73,0.61,3.71,0.6,3.71,0.6,training
1971-08-31,1.54,3.81,0.62,3.55,0.58,3.68,0.6,training
1971-09-01,1.58,3.94,0.64,3.54,0.58,3.66,0.6,training
1971-09-02,1.45,3.46,0.56,3.5,0.57,3.62,0.59,training
1971-09-03,1.54,3.85,0.63,3.44,0.56,3.57,0.58,training
1971-09-04,1.45,3.29,0.54,3.37,0.55,3.51,0.57,training
1971-09-05,1.34,3.59,0.58,3.39,0.55,3.46,0.56,training
1971-09-06,1.28,3.35,0.55,3.21,0.52,3.4,0.55,training
1971-09-07,1.26,3.35,0.55,3.23,0.53,3.34,0.54,training
1971-09-08,1.31,3.27,0.53,3.15,0.51,3.28,0.53,training
1971-09-09,1.22,3.04,0.49,3.2,0.52,3.23,0.53,training
1971-09-10,1.16,3.52,0.57,3.2,0.52,3.19,0.52,training
1971-09-11,1.16,3.52,0.57,3.27,0.53,3.21,0.52,training
1971-09-12,1.2,3.9,0.63,3.39,0.55,3.2,0.52,training
1971-09-13,1.12,3.67,0.6,3.36,0.55,3.17,0.52,training
1971-09-14,0.98,3.75,0.61,3.22,0.52,3.15,0.51,training
1971-09-15,0.88,3.85,0.63,3.24,0.53,3.12,0.51,training
1971-09-16,0.93,3.92,0.64,3.19,0.52,3.07,0.5,training
1971-09-17,0.98,4.0,0.65,3.22,0.52,3.06,0.5,training
1971-09-18,1.02,4.1,0.67,3.32,0.54,3.08,0.5,training
1971-09-19,1.0,4.5,0.73,3.5,0.57,3.07,0.5,training
1971-09-20,1.02,4.3,0.7,3.39,0.55,3.05,0.5,training
1971-09-21,0.99,4.12,0.67,3.34,0.54,3.0,0.49,training
1971-09-22,1.02,4.4,0.72,3.28,0.53,2.96,0.48,training
1971-09-23,1.11,4.22,0.69,3.42,0.56,4.7,0.77,training
1971-09-24,0.9,7.18,1.17,4.79,0.78,5.18,0.84,training
1971-09-25,0.79,7.63,1.24,4.72,0.77,5.55,0.9,training
1971-09-26,0.8,7.6,1.24,4.56,0.74,4.9,0.8,training
1971-09-27,0.86,6.57,1.07,4.23,0.69,4.71,0.77,training
1971-09-28,0.83,6.32,1.03,4.6,0.75,4.28,0.7,training
1971-09-29,0.78,6.68,1.09,4.41,0.72,3.99,0.65,training
1971-09-30,0.83,4.78,0.78,4.09,0.67,3.8,0.62,training
1971-10-01,0.83,4.03,0.66,3.8,0.62,3.67,0.6,training
1971-10-02,0.77,3.95,0.64,3.78,0.62,3.57,0.58,training
1971-10-03,0.72,3.95,0.64,3.63,0.59,3.49,0.57,training
1971-10-04,0.62,3.69,0.6,3.54,0.58,3.42,0.56,training
1971-10-05,0.52,3.45,0.56,3.47,0.56,3.36,0.55,training
1971-10-06,0.53,3.58,0.58,3.42,0.56,3.29,0.54,training
1971-10-07,0.69,3.54,0.58,3.42,0.56,3.23,0.53,training
1971-10-08,0.67,3.6,0.59,3.42,0.56,3.18,0.52,training
1971-10-09,0.65,3.6,0.59,3.47,0.57,3.12,0.51,training
1971-10-10,0.68,3.5,0.57,3.37,0.55,3.07,0.5,training
1971-10-11,0.69,3.5,0.57,3.41,0.56,3.01,0.49,training
1971-10-12,0.67,3.65,0.59,3.38,0.55,3.02,0.49,training
1971-10-13,0.53,3.71,0.6,3.74,0.61,3.57,0.58,training
1971-10-14,0.43,4.41,0.72,4.13,0.67,3.48,0.57,training
1971-10-15,0.39,4.19,0.68,3.88,0.63,3.36,0.55,training
1971-10-16,0.43,3.99,0.65,3.68,0.6,3.26,0.53,training
1971-10-17,0.46,3.67,0.6,3.6,0.59,3.2,0.52,training
1971-10-18,0.56,3.82,0.62,3.78,0.62,3.2,0.52,training
1971-10-19,0.64,4.02,0.65,4.04,0.66,3.23,0.53,training
1971-10-20,0.52,4.08,0.66,4.2,0.68,3.29,0.53,training
