date,pet_hargreaves,discharge_vol_obs,discharge_spec_obs,discharge_vol_sim_lstm,discharge_spec_sim_lstm,discharge_vol_sim_hbv,discharge_spec_sim_hbv,simulation_period
1951-01-01,0.34,,,,,,,nan
1951-01-02,0.37,,,,,,,nan
1951-01-03,0.38,,,,,,,nan
1951-01-04,0.42,,,,,,,nan
1951-01-05,0.49,,,,,,,nan
1951-01-06,0.5,,,,,,,nan
1951-01-07,0.54,,,,,,,nan
1951-01-08,0.54,,,,,,,nan
1951-01-09,0.52,,,,,,,nan
1951-01-10,0.49,,,,,,,nan
1951-01-11,0.62,,,,,,,nan
1951-01-12,0.57,,,,,,,nan
1951-01-13,0.56,,,,,,,nan
1951-01-14,0.56,,,,,,,nan
1951-01-15,0.58,,,,,,,nan
1951-01-16,0.58,,,,,,,nan
1951-01-17,0.64,,,,,,,nan
1951-01-18,0.65,,,,,,,nan
1951-01-19,0.65,,,,,,,nan
1951-01-20,0.61,,,,,,,nan
1951-01-21,0.49,,,,,,,nan
1951-01-22,0.61,,,,,,,nan
1951-01-23,0.63,,,,,,,nan
1951-01-24,0.6,,,,,,,nan
1951-01-25,0.47,,,,,,,nan
1951-01-26,0.45,,,,,,,nan
1951-01-27,0.56,,,,,,,nan
1951-01-28,0.57,,,,,,,nan
1951-01-29,0.58,,,,,,,nan
1951-01-30,0.57,,,,,,,nan
1951-01-31,0.51,,,,,,,nan
1951-02-01,0.69,,,,,,,nan
1951-02-02,0.69,,,,,,,nan
1951-02-03,0.51,,,,,,,nan
1951-02-04,0.75,,,,,,,nan
1951-02-05,0.82,,,,,,,nan
1951-02-06,0.94,,,,,,,nan
1951-02-07,0.93,,,,,,,nan
1951-02-08,1.0,,,,,,,nan
1951-02-09,1.18,,,,,,,nan
1951-02-10,0.97,,,,,,,nan
1951-02-11,0.95,,,,,,,nan
1951-02-12,0.98,,,,,,,nan
1951-02-13,0.89,,,,,,,nan
1951-02-14,0.89,,,,,,,nan
1951-02-15,0.95,,,,,,,nan
1951-02-16,0.88,,,,,,,nan
1951-02-17,1.15,,,,,,,nan
1951-02-18,1.08,,,,,,,nan
1951-02-19,1.14,,,,,,,nan
1951-02-20,1.21,,,,,,,nan
1951-02-21,1.17,,,,,,,nan
1951-02-22,1.16,,,,,,,nan
1951-02-23,1.12,,,,,,,nan
1951-02-24,1.12,,,,,,,nan
1951-02-25,1.12,,,,,,,nan
1951-02-26,1.04,,,,,,,nan
1951-02-27,1.03,,,,,,,nan
1951-02-28,0.99,,,,,,,nan
1951-03-01,1.24,,,,,,,nan
1951-03-02,1.15,,,,,,,nan
1951-03-03,1.21,,,,,,,nan
1951-03-04,1.16,,,,,,,nan
1951-03-05,1.21,,,,,,,nan
1951-03-06,1.29,,,,,,,nan
1951-03-07,1.3,,,,,,,nan
1951-03-08,1.3,,,,,,,nan
1951-03-09,1.25,,,,,,,nan
1951-03-10,1.22,,,,,,,nan
1951-03-11,1.48,,,,,,,nan
1951-03-12,1.63,,,,,,,nan
1951-03-13,2.07,,,,,,,nan
1951-03-14,2.02,,,,,,,nan
1951-03-15,1.87,,,,,,,nan
1951-03-16,1.85,,,,,,,nan
1951-03-17,2.21,,,,,,,nan
1951-03-18,2.17,,,,,,,nan
1951-03-19,1.7,,,,,,,nan
1951-03-20,1.5,,,,,,,nan
1951-03-21,1.5,,,,,,,nan
1951-03-22,1.84,,,,,,,nan
1951-03-23,2.15,,,,,,,nan
1951-03-24,1.77,,,,,,,nan
1951-03-25,1.6,,,,,,,nan
1951-03-26,1.51,,,,,,,nan
1951-03-27,1.7,,,,,,,nan
1951-03-28,1.57,,,,,,,nan
1951-03-29,1.59,,,,,,,nan
1951-03-30,1.82,,,,,,,nan
1951-03-31,2.0,,,,,,,nan
1951-04-01,2.91,,,,,,,nan
1951-04-02,2.91,,,,,,,nan
1951-04-03,2.76,,,,,,,nan
1951-04-04,3.06,,,,,,,nan
1951-04-05,2.93,,,,,,,nan
1951-04-06,3.09,,,,,,,nan
1951-04-07,3.45,,,,,,,nan
1951-04-08,2.89,,,,,,,nan
1951-04-09,3.13,,,,,,,nan
1951-04-10,2.77,,,,,,,nan
1951-04-11,2.66,,,,,,,nan
1951-04-12,3.06,,,,,,,nan
1951-04-13,3.16,,,,,,,nan
1951-04-14,2.6,,,,,,,nan
1951-04-15,2.74,,,,,,,nan
1951-04-16,3.26,,,,,,,nan
1951-04-17,2.98,,,,,,,nan
1951-04-18,3.3,,,,,,,nan
1951-04-19,3.09,,,,,,,nan
1951-04-20,2.94,,,,,,,nan
1951-04-21,2.71,,,,,,,nan
1951-04-22,2.95,,,,,,,nan
1951-04-23,3.44,,,,,,,nan
1951-04-24,3.94,,,,,,,nan
1951-04-25,4.5,,,,,,,nan
1951-04-26,4.68,,,,,,,nan
1951-04-27,3.42,,,,,,,nan
1951-04-28,3.0,,,,,,,nan
1951-04-29,3.16,,,,,,,nan
1951-04-30,3.21,,,,,,,nan
1951-05-01,3.69,,,,,,,nan
1951-05-02,4.18,,,,,,,nan
1951-05-03,4.33,,,,,,,nan
1951-05-04,4.45,,,,,,,nan
1951-05-05,3.75,,,,,,,nan
1951-05-06,3.92,,,,,,,nan
1951-05-07,4.04,,,,,,,nan
1951-05-08,3.99,,,,,,,nan
1951-05-09,3.73,,,,,,,nan
1951-05-10,3.79,,,,,,,nan
1951-05-11,3.5,,,,,,,nan
1951-05-12,3.81,,,,,,,nan
1951-05-13,3.54,,,,,,,nan
1951-05-14,3.56,,,,,,,nan
1951-05-15,3.35,,,,,,,nan
1951-05-16,3.38,,,,,,,nan
1951-05-17,3.89,,,,,,,nan
1951-05-18,4.3,,,,,,,nan
1951-05-19,4.34,,,,,,,nan
1951-05-20,4.62,,,,,,,nan
1951-05-21,4.08,,,,,,,nan
1951-05-22,4.01,,,,,,,nan
1951-05-23,3.88,,,,,,,nan
1951-05-24,4.09,,,,,,,nan
1951-05-25,4.25,,,,,,,nan
1951-05-26,3.81,,,,,,,nan
1951-05-27,3.91,,,,,,,nan
1951-05-28,3.59,,,,,,,nan
1951-05-29,3.26,,,,,,,nan
1951-05-30,3.47,,,,,,,nan
1951-05-31,3.97,,,,,,,nan
1951-06-01,4.31,,,,,,,nan
1951-06-02,4.71,,,,,,,nan
1951-06-03,4.58,,,,,,,nan
1951-06-04,4.37,,,,,,,nan
1951-06-05,4.38,,,,,,,nan
1951-06-06,4.14,,,,,,,nan
1951-06-07,3.89,,,,,,,nan
1951-06-08,3.97,,,,,,,nan
1951-06-09,4.12,,,,,,,nan
1951-06-10,3.8,,,,,,,nan
1951-06-11,3.98,,,,,,,nan
1951-06-12,4.44,,,,,,,nan
1951-06-13,4.05,,,,,,,nan
1951-06-14,4.61,,,,,,,nan
1951-06-15,4.51,,,,,,,nan
1951-06-16,4.14,,,,,,,nan
1951-06-17,4.35,,,,,,,nan
1951-06-18,3.97,,,,,,,nan
1951-06-19,3.86,,,,,,,nan
1951-06-20,3.91,,,,,,,nan
1951-06-21,4.34,,,,,,,nan
1951-06-22,4.3,,,,,,,nan
1951-06-23,4.4,,,,,,,nan
1951-06-24,3.76,,,,,,,nan
1951-06-25,3.92,,,,,,,nan
1951-06-26,3.55,,,,,,,nan
1951-06-27,3.46,,,,,,,nan
1951-06-28,3.57,,,,,,,nan
1951-06-29,3.38,,,,,,,nan
1951-06-30,3.55,,,,,,,nan
1951-07-01,3.44,,,,,,,nan
1951-07-02,3.72,,,,,,,nan
1951-07-03,3.46,,,,,,,nan
1951-07-04,3.0,,,,,,,nan
1951-07-05,3.0,,,,,,,nan
1951-07-06,3.2,,,,,,,nan
1951-07-07,3.6,,,,,,,nan
1951-07-08,3.65,,,,,,,nan
1951-07-09,3.42,,,,,,,nan
1951-07-10,3.64,,,,,,,nan
1951-07-11,3.88,,,,,,,nan
1951-07-12,3.33,,,,,,,nan
1951-07-13,3.31,,,,,,,nan
1951-07-14,3.23,,,,,,,nan
1951-07-15,2.85,,,,,,,nan
1951-07-16,2.88,,,,,,,nan
1951-07-17,3.12,,,,,,,nan
1951-07-18,2.85,,,,,,,nan
1951-07-19,2.89,,,,,,,nan
1951-07-20,2.92,,,,,,,nan
1951-07-21,2.81,,,,,,,nan
1951-07-22,2.82,,,,,,,nan
1951-07-23,2.98,,,,,,,nan
1951-07-24,2.88,,,,,,,nan
1951-07-25,2.86,,,,,,,nan
1951-07-26,2.84,,,,,,,nan
1951-07-27,2.87,,,,,,,nan
1951-07-28,2.93,,,,,,,nan
1951-07-29,2.75,,,,,,,nan
1951-07-30,2.69,,,,,,,nan
1951-07-31,3.04,,,,,,,nan
1951-08-01,2.96,,,,,,,nan
1951-08-02,2.66,,,,,,,nan
1951-08-03,2.87,,,,,,,nan
1951-08-04,2.9,,,,,,,nan
1951-08-05,2.6,,,,,,,nan
1951-08-06,2.66,,,,,,,nan
1951-08-07,2.68,,,,,,,nan
1951-08-08,2.45,,,,,,,nan
1951-08-09,2.36,,,,,,,nan
1951-08-10,2.18,,,,,,,nan
1951-08-11,2.18,,,,,,,nan
1951-08-12,2.2,,,,,,,nan
1951-08-13,2.08,,,,,,,nan
1951-08-14,2.04,,,,,,,nan
1951-08-15,1.96,,,,,,,nan
1951-08-16,1.87,,,,,,,nan
1951-08-17,2.01,,,,,,,nan
1951-08-18,2.03,,,,,,,nan
1951-08-19,2.28,,,,,,,nan
1951-08-20,2.02,,,,,,,nan
1951-08-21,1.92,,,,,,,nan
1951-08-22,1.9,,,,,,,nan
1951-08-23,1.89,,,,,,,nan
1951-08-24,1.95,,,,,,,nan
1951-08-25,1.87,,,,,,,nan
1951-08-26,1.88,,,,,,,nan
1951-08-27,1.76,,,,,,,nan
1951-08-28,1.81,,,,,,,nan
1951-08-29,1.97,,,,,,,nan
1951-08-30,1.96,,,,,,,nan
1951-08-31,1.64,,,,,,,nan
1951-09-01,1.47,,,,,,,nan
1951-09-02,1.44,,,,,,,nan
1951-09-03,1.33,,,,,,,nan
1951-09-04,1.5,,,,,,,nan
1951-09-05,1.63,,,,,,,nan
1951-09-06,1.61,,,,,,,nan
1951-09-07,1.54,,,,,,,nan
1951-09-08,1.37,,,,,,,nan
1951-09-09,1.4,,,,,,,nan
1951-09-10,1.4,,,,,,,nan
1951-09-11,1.41,,,,,,,nan
1951-09-12,1.48,,,,,,,nan
1951-09-13,1.53,,,,,,,nan
1951-09-14,1.17,,,,,,,nan
1951-09-15,1.2,,,,,,,nan
1951-09-16,1.16,,,,,,,nan
1951-09-17,1.0,,,,,,,nan
1951-09-18,0.99,,,,,,,nan
1951-09-19,0.9,,,,,,,nan
1951-09-20,0.89,,,,,,,nan
1951-09-21,0.85,,,,,,,nan
1951-09-22,0.89,,,,,,,nan
1951-09-23,0.98,,,,,,,nan
1951-09-24,0.9,,,,,,,nan
1951-09-25,0.92,,,,,,,nan
1951-09-26,0.92,,,,,,,nan
1951-09-27,0.86,,,,,,,nan
1951-09-28,0.9,,,,,,,nan
1951-09-29,0.89,,,,,,,nan
1951-09-30,0.83,,,,,,,nan
1951-10-01,0.91,,,,,,,nan
1951-10-02,0.83,,,,,,,nan
1951-10-03,0.8,,,,,,,nan
1951-10-04,0.78,,,,,,,nan
1951-10-05,0.74,,,,,,,nan
1951-10-06,0.66,,,,,,,nan
1951-10-07,0.59,,,,,,,nan
1951-10-08,0.61,,,,,,,nan
1951-10-09,0.62,,,,,,,nan
1951-10-10,0.58,,,,,,,nan
1951-10-11,0.58,,,,,,,nan
1951-10-12,0.64,,,,,,,nan
1951-10-13,0.6,,,,,,,nan
1951-10-14,0.6,,,,,,,nan
1951-10-15,0.59,,,,,,,nan
1951-10-16,0.58,,,,,,,nan
1951-10-17,0.5,,,,,,,nan
1951-10-18,0.53,,,,,,,nan
1951-10-19,0.5,,,,,,,nan
1951-10-20,0.48,,,,,,,nan
1951-10-21,0.55,,,,,,,nan
1951-10-22,0.55,,,,,,,nan
1951-10-23,0.5,,,,,,,nan
1951-10-24,0.44,,,,,,,nan
1951-10-25,0.44,,,,,,,nan
1951-10-26,0.47,,,,,,,nan
1951-10-27,0.49,,,,,,,nan
1951-10-28,0.48,,,,,,,nan
1951-10-29,0.5,,,,,,,nan
1951-10-30,0.54,,,,,,,nan
1951-10-31,0.53,,,,,,,nan
1951-11-01,0.27,,,,,,,nan
1951-11-02,0.24,,,,,,,nan
1951-11-03,0.25,,,,,,,nan
1951-11-04,0.23,,,,,,,nan
1951-11-05,0.24,,,,,,,nan
1951-11-06,0.26,,,,,,,nan
1951-11-07,0.26,,,,,,,nan
1951-11-08,0.27,,,,,,,nan
1951-11-09,0.28,,,,,,,nan
1951-11-10,0.27,,,,,,,nan
1951-11-11,0.26,,,,,,,nan
1951-11-12,0.26,,,,,,,nan
1951-11-13,0.26,,,,,,,nan
1951-11-14,0.25,,,,,,,nan
1951-11-15,0.25,,,,,,,nan
1951-11-16,0.29,,,,,,,nan
1951-11-17,0.29,,,,,,,nan
1951-11-18,0.3,,,,,,,nan
1951-11-19,0.28,,,,,,,nan
1951-11-20,0.28,,,,,,,nan
1951-11-21,0.28,,,,,,,nan
1951-11-22,0.27,,,,,,,nan
1951-11-23,0.26,,,,,,,nan
1951-11-24,0.32,,,,,,,nan
1951-11-25,0.27,,,,,,,nan
1951-11-26,0.25,,,,,,,nan
1951-11-27,0.28,,,,,,,nan
1951-11-28,0.27,,,,,,,nan
1951-11-29,0.26,,,,,,,nan
1951-11-30,0.33,,,,,,,nan
1951-12-01,0.28,,,,,,,nan
1951-12-02,0.24,,,,,,,nan
1951-12-03,0.23,,,,,,,nan
1951-12-04,0.31,,,,,,,nan
1951-12-05,0.32,,,,,,,nan
1951-12-06,0.28,,,,,,,nan
1951-12-07,0.26,,,,,,,nan
1951-12-08,0.3,,,,,,,nan
1951-12-09,0.31,,,,,,,nan
1951-12-10,0.25,,,,,,,nan
1951-12-11,0.25,,,,,,,nan
1951-12-12,0.24,,,,,,,nan
1951-12-13,0.23,,,,,,,nan
1951-12-14,0.21,,,,,,,nan
1951-12-15,0.31,,,,,,,nan
1951-12-16,0.35,,,,,,,nan
1951-12-17,0.38,,,,,,,nan
1951-12-18,0.37,,,,,,,nan
1951-12-19,0.34,,,,,,,nan
1951-12-20,0.34,,,,,,,nan
1951-12-21,0.38,,,,,,,nan
1951-12-22,0.38,,,,,,,nan
1951-12-23,0.35,,,,,,,nan
1951-12-24,0.39,,,,,,,nan
1951-12-25,0.44,,,,,,,nan
1951-12-26,0.39,,,,,,,nan
1951-12-27,0.39,,,,,,,nan
1951-12-28,0.4,,,,,,,nan
1951-12-29,0.35,,,,,,,nan
1951-12-30,0.38,,,,,,,nan
1951-12-31,0.39,,,5.38,0.88,,,nan
1952-01-01,0.34,,,5.6,0.91,4.78,0.78,nan
1952-01-02,0.39,,,7.53,1.23,5.89,0.96,nan
1952-01-03,0.36,,,9.13,1.49,5.65,0.92,nan
1952-01-04,0.38,,,7.69,1.25,5.01,0.82,nan
1952-01-05,0.35,,,6.62,1.08,4.57,0.74,nan
1952-01-06,0.4,,,5.95,0.97,4.3,0.7,nan
1952-01-07,0.47,,,5.81,0.95,4.14,0.67,nan
1952-01-08,0.46,,,5.75,0.94,4.02,0.65,nan
1952-01-09,0.43,,,5.57,0.91,4.0,0.65,nan
1952-01-10,0.41,,,6.08,0.99,4.91,0.8,nan
1952-01-11,0.44,,,7.96,1.29,5.48,0.89,nan
1952-01-12,0.4,,,8.72,1.42,5.14,0.84,nan
1952-01-13,0.4,,,7.43,1.21,4.83,0.79,nan
1952-01-14,0.5,,,6.82,1.11,4.62,0.75,nan
1952-01-15,0.57,,,6.62,1.08,4.47,0.73,nan
1952-01-16,0.46,,,6.37,1.04,4.44,0.72,nan
1952-01-17,0.44,,,6.82,1.11,4.67,0.76,nan
1952-01-18,0.47,,,7.28,1.19,4.63,0.75,nan
1952-01-19,0.44,,,6.6,1.07,4.58,0.75,nan
1952-01-20,0.46,,,6.14,1.0,4.58,0.75,nan
1952-01-21,0.5,,,6.38,1.04,4.54,0.74,nan
1952-01-22,0.43,,,6.08,0.99,4.49,0.73,nan
1952-01-23,0.4,,,5.64,0.92,4.42,0.72,nan
1952-01-24,0.4,,,5.31,0.86,4.35,0.71,nan
1952-01-25,0.41,,,5.0,0.81,4.27,0.7,nan
1952-01-26,0.43,,,4.84,0.79,4.2,0.68,nan
1952-01-27,0.44,,,4.77,0.78,4.12,0.67,nan
1952-01-28,0.43,,,4.79,0.78,4.05,0.66,nan
1952-01-29,0.54,,,4.79,0.78,4.02,0.65,nan
1952-01-30,0.56,,,4.87,0.79,4.02,0.65,nan
1952-01-31,0.57,,,5.31,0.86,4.24,0.69,nan
1952-02-01,0.7,,,6.02,0.98,4.21,0.69,nan
1952-02-02,0.7,,,5.91,0.96,4.15,0.68,nan
1952-02-03,0.72,,,5.54,0.9,4.08,0.66,nan
1952-02-04,0.73,,,5.29,0.86,4.01,0.65,nan
1952-02-05,0.72,,,5.19,0.85,3.93,0.64,nan
1952-02-06,0.79,,,5.13,0.83,3.89,0.63,nan
1952-02-07,0.89,,,5.43,0.88,3.9,0.64,nan
1952-02-08,0.8,,,5.89,0.96,3.96,0.64,nan
1952-02-09,0.7,,,6.22,1.01,3.96,0.64,nan
1952-02-10,0.73,,,6.19,1.01,3.93,0.64,nan
1952-02-11,0.71,,,6.22,1.01,3.88,0.63,nan
1952-02-12,0.56,,,5.74,0.93,3.82,0.62,nan
1952-02-13,0.71,,,5.44,0.88,3.76,0.61,nan
1952-02-14,0.66,,,5.05,0.82,3.69,0.6,nan
1952-02-15,0.61,,,5.17,0.84,3.63,0.59,nan
1952-02-16,0.68,,,5.04,0.82,3.56,0.58,nan
1952-02-17,0.82,,,4.97,0.81,3.51,0.57,nan
1952-02-18,0.83,,,5.09,0.83,3.47,0.56,nan
1952-02-19,0.93,,,5.19,0.84,4.05,0.66,nan
1952-02-20,1.03,,,6.1,0.99,4.98,0.81,nan
1952-02-21,1.16,,,7.16,1.17,4.7,0.77,nan
1952-02-22,1.15,,,7.29,1.19,4.32,0.7,nan
1952-02-23,1.16,,,6.73,1.1,4.06,0.66,nan
1952-02-24,1.23,,,6.31,1.03,3.89,0.63,nan
1952-02-25,1.18,,,6.03,0.98,3.79,0.62,nan
1952-02-26,1.09,,,5.93,0.96,3.72,0.6,nan
1952-02-27,1.07,,,5.64,0.92,3.65,0.59,nan
1952-02-28,1.12,,,5.44,0.89,3.59,0.58,nan
1952-02-29,1.06,,,5.34,0.87,3.57,0.58,nan
1952-03-01,1.45,,,5.54,0.9,3.56,0.58,nan
1952-03-02,1.7,,,5.52,0.9,3.52,0.57,nan
1952-03-03,1.88,,,5.46,0.89,3.47,0.57,nan
1952-03-04,1.93,,,5.42,0.88,3.42,0.56,nan
1952-03-05,1.42,,,5.57,0.91,4.9,0.8,nan
1952-03-06,1.25,,,7.25,1.18,4.96,0.81,nan
1952-03-07,1.2,,,6.47,1.05,4.44,0.72,nan
1952-03-08,1.27,,,5.59,0.91,4.07,0.66,nan
1952-03-09,1.56,,,5.09,0.83,3.83,0.62,nan
1952-03-10,1.74,,,5.29,0.86,3.71,0.6,nan
1952-03-11,1.78,,,5.64,0.92,3.64,0.59,nan
1952-03-12,1.74,,,5.62,0.91,3.58,0.58,nan
1952-03-13,1.56,,,5.3,0.86,3.52,0.57,nan
1952-03-14,1.39,,,5.05,0.82,3.46,0.56,nan
1952-03-15,1.51,,,4.91,0.8,3.4,0.55,nan
1952-03-16,1.72,,,4.79,0.78,3.34,0.54,nan
1952-03-17,2.04,,,4.76,0.78,3.28,0.53,nan
1952-03-18,2.04,,,4.79,0.78,3.22,0.52,nan
1952-03-19,1.76,,,4.77,0.78,3.16,0.51,nan
1952-03-20,1.66,,,4.96,0.81,4.82,0.78,nan
1952-03-21,1.49,,,6.47,1.05,5.06,0.82,nan
1952-03-22,1.81,,,6.25,1.02,5.65,0.92,nan
1952-03-23,1.99,,,7.57,1.23,5.17,0.84,nan
1952-03-24,2.0,,,6.81,1.11,4.53,0.74,nan
1952-03-25,1.95,,,6.25,1.02,4.98,0.81,nan
1952-03-26,1.56,,,7.18,1.17,4.71,0.77,nan
1952-03-27,1.36,,,6.69,1.09,4.38,0.71,nan
1952-03-28,1.48,,,5.96,0.97,4.14,0.67,nan
1952-03-29,1.49,,,5.33,0.87,3.99,0.65,nan
1952-03-30,1.46,,,5.29,0.86,3.87,0.63,nan
1952-03-31,1.57,,,5.38,0.88,3.78,0.62,nan
1952-04-01,2.18,,,5.26,0.86,3.7,0.6,nan
1952-04-02,2.41,,,5.1,0.83,3.65,0.59,nan
1952-04-03,2.89,,,5.26,0.86,4.61,0.75,nan
1952-04-04,3.28,,,6.03,0.98,4.79,0.78,nan
1952-04-05,3.36,,,6.22,1.01,4.44,0.72,nan
1952-04-06,3.63,,,6.09,0.99,4.22,0.69,nan
1952-04-07,4.03,,,6.43,1.05,4.15,0.68,nan
1952-04-08,3.74,,,7.24,1.18,4.16,0.68,nan
1952-04-09,4.3,,,7.06,1.15,4.14,0.67,nan
1952-04-10,4.7,,,6.29,1.02,4.09,0.67,nan
1952-04-11,4.95,,,5.58,0.91,4.03,0.66,nan
1952-04-12,4.86,,,5.21,0.85,3.97,0.65,nan
1952-04-13,4.9,,,4.93,0.8,3.92,0.64,nan
1952-04-14,4.75,,,4.87,0.79,3.86,0.63,nan
1952-04-15,4.88,,,4.65,0.76,3.8,0.62,nan
1952-04-16,4.73,,,4.5,0.73,3.73,0.61,nan
1952-04-17,4.22,,,4.39,0.71,3.67,0.6,nan
1952-04-18,4.4,,,4.23,0.69,3.6,0.59,nan
1952-04-19,4.44,,,4.17,0.68,3.54,0.58,nan
1952-04-20,4.52,,,4.12,0.67,3.48,0.57,nan
1952-04-21,4.67,,,4.04,0.66,3.42,0.56,nan
1952-04-22,4.28,,,3.98,0.65,3.37,0.55,nan
1952-04-23,4.47,,,3.97,0.65,3.32,0.54,nan
1952-04-24,4.35,,,3.9,0.64,3.27,0.53,nan
1952-04-25,3.88,,,3.96,0.64,3.21,0.52,nan
1952-04-26,3.77,,,3.95,0.64,3.18,0.52,nan
1952-04-27,3.6,,,3.96,0.64,3.2,0.52,nan
1952-04-28,3.62,,,4.26,0.69,3.26,0.53,nan
1952-04-29,3.8,,,4.31,0.7,3.27,0.53,nan
1952-04-30,4.55,,,4.06,0.66,3.25,0.53,nan
1952-05-01,4.34,,,3.92,0.64,3.21,0.52,nan
1952-05-02,4.22,,,3.84,0.63,3.16,0.51,nan
1952-05-03,4.51,,,3.82,0.62,3.13,0.51,nan
1952-05-04,4.61,,,3.91,0.64,4.34,0.71,nan
1952-05-05,4.46,,,5.18,0.84,4.33,0.71,nan
1952-05-06,4.65,,,4.72,0.77,3.96,0.64,nan
1952-05-07,4.25,,,4.18,0.68,3.73,0.61,nan
1952-05-08,4.36,,,4.03,0.66,3.57,0.58,nan
1952-05-09,4.67,,,3.98,0.65,3.74,0.61,nan
1952-05-10,4.15,,,4.65,0.76,3.68,0.6,nan
1952-05-11,4.34,,,4.47,0.73,3.67,0.6,nan
1952-05-12,3.97,,,4.92,0.8,4.49,0.73,nan
1952-05-13,3.92,,,5.72,0.93,4.32,0.7,nan
1952-05-14,4.3,,,5.13,0.83,4.13,0.67,nan
1952-05-15,4.36,,,4.44,0.72,3.98,0.65,nan
1952-05-16,4.02,,,4.15,0.68,3.87,0.63,nan
1952-05-17,3.91,,,4.0,0.65,3.78,0.62,nan
1952-05-18,4.33,,,3.78,0.62,3.7,0.6,nan
1952-05-19,3.71,,,3.71,0.6,3.63,0.59,nan
1952-05-20,3.59,,,3.58,0.58,3.56,0.58,nan
1952-05-21,3.87,,,3.46,0.56,3.5,0.57,nan
1952-05-22,4.06,,,3.46,0.56,3.43,0.56,nan
1952-05-23,4.15,,,3.53,0.58,3.37,0.55,nan
1952-05-24,3.99,,,3.51,0.57,3.31,0.54,nan
1952-05-25,3.83,,,3.55,0.58,3.29,0.54,nan
1952-05-26,3.83,,,3.56,0.58,3.26,0.53,nan
1952-05-27,3.9,,,3.53,0.57,3.24,0.53,nan
1952-05-28,3.82,,,3.55,0.58,3.25,0.53,nan
1952-05-29,3.45,,,3.74,0.61,3.25,0.53,nan
1952-05-30,3.87,,,3.56,0.58,3.23,0.53,nan
1952-05-31,4.48,,,3.44,0.56,3.22,0.52,nan
1952-06-01,4.46,,,3.68,0.6,3.22,0.52,nan
1952-06-02,4.3,,,3.64,0.59,3.22,0.52,nan
1952-06-03,3.77,,,3.52,0.57,3.22,0.52,nan
1952-06-04,3.76,,,3.47,0.56,3.2,0.52,nan
1952-06-05,4.3,,,3.29,0.54,3.16,0.51,nan
1952-06-06,4.36,,,3.35,0.54,3.15,0.51,nan
1952-06-07,3.73,,,3.62,0.59,3.14,0.51,nan
1952-06-08,3.56,,,3.53,0.57,3.13,0.51,nan
1952-06-09,3.5,,,3.38,0.55,3.09,0.5,nan
1952-06-10,3.94,,,3.37,0.55,3.05,0.5,nan
1952-06-11,3.73,,,3.33,0.54,3.01,0.49,nan
1952-06-12,3.7,,,3.33,0.54,2.96,0.48,nan
1952-06-13,4.52,,,3.24,0.53,2.92,0.47,nan
1952-06-14,4.14,,,3.24,0.53,2.95,0.48,nan
1952-06-15,3.32,,,4.04,0.66,3.03,0.49,nan
1952-06-16,3.46,,,4.14,0.67,3.07,0.5,nan
1952-06-17,4.17,,,3.7,0.6,3.07,0.5,nan
1952-06-18,4.06,,,3.48,0.57,3.06,0.5,nan
1952-06-19,3.61,,,3.52,0.57,3.04,0.49,nan
1952-06-20,3.58,,,3.37,0.55,3.01,0.49,nan
1952-06-21,3.55,,,3.41,0.56,3.03,0.49,nan
1952-06-22,3.54,,,3.66,0.6,3.07,0.5,nan
1952-06-23,3.39,,,3.79,0.62,3.1,0.51,nan
1952-06-24,3.26,,,3.8,0.62,3.14,0.51,nan
1952-06-25,3.42,,,3.88,0.63,3.48,0.57,nan
1952-06-26,3.48,,,4.43,0.72,3.45,0.56,nan
1952-06-27,3.87,,,3.89,0.63,3.37,0.55,nan
1952-06-28,4.07,,,3.5,0.57,3.3,0.54,nan
1952-06-29,4.37,,,3.35,0.55,3.24,0.53,nan
1952-06-30,4.26,,,3.35,0.55,3.17,0.52,nan
1952-07-01,4.23,,,3.3,0.54,3.11,0.51,nan
1952-07-02,4.71,,,3.25,0.53,3.14,0.51,nan
1952-07-03,4.14,,,3.72,0.61,3.15,0.51,nan
1952-07-04,3.82,,,3.52,0.57,3.14,0.51,nan
1952-07-05,4.16,,,3.32,0.54,3.11,0.51,nan
1952-07-06,4.06,,,3.19,0.52,3.07,0.5,nan
1952-07-07,4.11,,,3.06,0.5,3.02,0.49,nan
1952-07-08,4.2,,,2.97,0.48,2.97,0.48,nan
1952-07-09,3.77,,,3.04,0.5,2.91,0.47,nan
1952-07-10,3.68,,,3.0,0.49,2.86,0.47,nan
1952-07-11,3.91,,,2.96,0.48,2.81,0.46,nan
1952-07-12,3.28,,,3.0,0.49,2.77,0.45,nan
1952-07-13,3.45,,,3.06,0.5,2.73,0.44,nan
1952-07-14,3.25,,,2.95,0.48,2.68,0.44,nan
1952-07-15,2.93,,,3.04,0.5,2.69,0.44,nan
1952-07-16,3.03,,,3.27,0.53,2.69,0.44,nan
1952-07-17,3.01,,,3.18,0.52,2.71,0.44,nan
1952-07-18,2.81,,,3.33,0.54,2.74,0.45,nan
1952-07-19,2.98,,,3.35,0.54,2.77,0.45,nan
1952-07-20,3.01,,,3.41,0.55,2.78,0.45,nan
1952-07-21,2.9,,,3.33,0.54,2.76,0.45,nan
1952-07-22,3.22,,,3.19,0.52,2.72,0.44,nan
1952-07-23,2.79,,,3.12,0.51,2.69,0.44,nan
1952-07-24,2.91,,,3.09,0.5,2.64,0.43,nan
