time,rsds_mean,rsds_stdev,rsds_min,rsds_max
1951-01-01 12:00:00,16.592,0.6394137,15.675316,17.617712
1951-01-02 12:00:00,17.23142,0.2908501,16.790508,17.608183
1951-01-03 12:00:00,17.614443,0.22775513,17.296751,17.928034
1951-01-04 12:00:00,17.981636,0.30886737,17.603043,18.45477
1951-01-05 12:00:00,13.753041,0.41831398,13.203937,14.278853
1951-01-06 12:00:00,13.611911,0.19431089,13.380188,13.934159
1951-01-07 12:00:00,16.891293,0.98633826,15.528237,18.234343
1951-01-08 12:00:00,12.292965,0.82559294,11.198576,13.308969
1951-01-09 12:00:00,15.906597,0.62728727,15.342982,17.235632
1951-01-10 12:00:00,48.669945,1.2813152,46.878128,51.037746
1951-01-11 12:00:00,18.053886,0.13862167,17.872782,18.261177
1951-01-12 12:00:00,18.768557,1.3893737,16.600714,20.352905
1951-01-13 12:00:00,20.205631,1.7967399,17.704279,23.001043
1951-01-14 12:00:00,18.050337,1.2162418,16.413065,20.162489
1951-01-15 12:00:00,15.699415,0.7694545,14.834862,17.277315
1951-01-16 12:00:00,31.370087,2.5306332,26.517063,34.59782
1951-01-17 12:00:00,14.651352,0.5311081,14.141084,15.67359
1951-01-18 12:00:00,15.790194,0.6375572,14.81593,16.79247
1951-01-19 12:00:00,18.32483,1.191152,16.418695,19.843908
1951-01-20 12:00:00,25.93733,1.0526484,24.449253,27.346401
1951-01-21 12:00:00,65.18069,1.0457202,63.612965,66.41142
1951-01-22 12:00:00,14.210756,0.6820866,13.151905,15.211167
1951-01-23 12:00:00,16.86874,0.3975503,16.378448,17.632782
1951-01-24 12:00:00,21.277649,1.2193296,19.890394,23.41259
1951-01-25 12:00:00,23.206356,0.60227793,22.515259,24.343876
1951-01-26 12:00:00,22.156982,0.94071037,21.062462,23.753313
1951-01-27 12:00:00,20.856798,2.0301056,18.14242,23.533194
1951-01-28 12:00:00,20.632366,0.15002954,20.447994,20.89029
1951-01-29 12:00:00,21.641106,0.3692334,21.150469,22.13828
1951-01-30 12:00:00,44.382423,2.409657,40.657974,47.114876
1951-01-31 12:00:00,38.885887,0.8812438,37.579346,39.962498
1951-02-01 12:00:00,34.35369,0.8414153,33.160397,35.938385
1951-02-02 12:00:00,30.455202,0.37480232,29.900032,30.872606
1951-02-03 12:00:00,31.39676,0.21545918,31.14757,31.69991
1951-02-04 12:00:00,27.535452,1.1650854,26.21062,29.209646
1951-02-05 12:00:00,35.98363,1.0720063,34.41614,37.93373
1951-02-06 12:00:00,36.656914,0.63662905,35.769318,37.51691
1951-02-07 12:00:00,68.66594,2.508513,63.825806,72.0136
1951-02-08 12:00:00,46.888474,0.99831456,45.356327,48.473743
1951-02-09 12:00:00,40.935,1.9024938,38.223553,43.823013
1951-02-10 12:00:00,37.24705,2.2944899,34.6472,41.776806
1951-02-11 12:00:00,39.823,0.3483524,39.397068,40.29387
1951-02-12 12:00:00,29.742172,1.2710273,28.52722,32.174355
1951-02-13 12:00:00,35.18618,0.664023,34.27493,36.077915
1951-02-14 12:00:00,34.04466,0.54061586,33.51652,35.136456
1951-02-15 12:00:00,56.69855,2.0370114,53.72116,59.770386
1951-02-16 12:00:00,102.8392,2.139863,98.58002,105.36836
1951-02-17 12:00:00,32.86213,1.2171,31.752028,35.070908
1951-02-18 12:00:00,44.713833,2.852049,39.76175,47.950813
1951-02-19 12:00:00,35.868164,2.2351,32.84493,39.322216
1951-02-20 12:00:00,38.360687,2.486549,36.11928,43.030415
1951-02-21 12:00:00,41.743744,3.276491,37.177208,46.732018
1951-02-22 12:00:00,61.38254,3.5817852,54.994156,66.05086
1951-02-23 12:00:00,36.64615,1.9671853,34.05647,38.91745
1951-02-24 12:00:00,43.920036,2.290621,40.892418,47.530865
1951-02-25 12:00:00,100.16168,3.4748704,93.129555,103.50107
1951-02-26 12:00:00,60.91736,1.0236249,59.36712,62.657368
1951-02-27 12:00:00,59.37603,3.8579547,53.146717,65.570045
1951-02-28 12:00:00,66.88422,2.681304,63.24943,71.54815
1951-03-01 12:00:00,71.03734,3.417057,67.14253,77.22344
