time,hurs_mean,hurs_stdev,hurs_min,hurs_max
1951-02-04 12:00:00,84.3232,0.83847064,83.148,85.584
1951-02-05 12:00:00,82.9104,0.45764777,82.168,83.648
1951-02-06 12:00:00,83.376,0.7138858,81.812,84.26
1951-02-07 12:00:00,79.8816,0.56143636,78.488,80.424
1951-02-08 12:00:00,78.0652,1.1218626,76.136,79.764
1951-02-09 12:00:00,73.0252,1.0358558,70.556,73.988
1951-02-10 12:00:00,95.5868,0.49880585,94.792,96.364
1951-02-11 12:00:00,95.0736,0.57983565,93.904,95.724
1951-02-12 12:00:00,89.1224,0.7857127,87.64,90.296
1951-02-13 12:00:00,96.6836,0.50273645,95.904,97.512
1951-02-14 12:00:00,95.7012,0.39266023,94.848,96.108
1951-02-15 12:00:00,95.0632,0.7664173,93.428,96.024
1951-02-16 12:00:00,93.5128,1.0494725,91.144,94.68
1951-02-17 12:00:00,85.8924,1.0767787,83.62,87.124
1951-02-18 12:00:00,81.620804,1.4841741,78.5,83.408
1951-02-19 12:00:00,81.8256,0.73000014,80.208,82.888
1951-02-20 12:00:00,81.1788,0.313393,80.588,81.636
1951-02-21 12:00:00,86.3056,0.36033326,85.624,86.908
1951-02-22 12:00:00,78.314804,0.5306058,77.564,79.26
1951-02-23 12:00:00,89.0804,0.33161566,88.596,89.604
1951-02-24 12:00:00,86.442,1.2482965,83.74,87.96
1951-02-25 12:00:00,80.43,1.145344,78.084,81.968
1951-02-26 12:00:00,90.9432,1.1651324,88.58,92.628
1951-02-27 12:00:00,88.2548,0.33689952,87.42,88.648
1951-02-28 12:00:00,80.5596,0.2747127,80.18,81.116
1951-03-01 12:00:00,81.1548,0.7592656,79.58,82.132
1951-03-02 12:00:00,82.8188,0.3855272,81.992,83.456
1951-03-03 12:00:00,76.8516,0.14771156,76.62,77.088
1951-03-04 12:00:00,79.29,0.12028375,79.1,79.512
1951-03-05 12:00:00,84.0116,0.33603883,83.456,84.588
1951-03-06 12:00:00,78.4568,0.15062313,78.224,78.764
1951-03-07 12:00:00,74.818,0.3699739,74.216,75.2
1951-03-08 12:00:00,74.2212,0.551435,73.476,75.28
1951-03-09 12:00:00,75.4456,0.2791718,74.868,75.796
1951-03-10 12:00:00,78.0564,0.20006882,77.768,78.372
1951-03-11 12:00:00,73.1764,0.3906938,72.5,73.932
1951-03-12 12:00:00,84.2584,1.4707819,81.456,86.056
1951-03-13 12:00:00,64.4096,0.490189,63.304,64.892
1951-03-14 12:00:00,70.7276,0.22909546,70.404,71.02
1951-03-15 12:00:00,84.0844,1.1526923,82.12,85.836
1951-03-16 12:00:00,77.4524,1.2033811,74.896,78.824
1951-03-17 12:00:00,92.534,1.0252957,90.484,93.808
1951-03-18 12:00:00,80.1504,0.6710499,78.892,81.072
1951-03-19 12:00:00,76.0756,0.24381872,75.552,76.552
1951-03-20 12:00:00,78.148,1.323517,75.652,80.18
1951-03-21 12:00:00,74.158005,0.72410387,72.648,75.056
1951-03-22 12:00:00,81.4548,0.6812557,80.552,82.56
1951-03-23 12:00:00,94.1172,0.36424112,93.396,94.724
1951-03-24 12:00:00,81.944,1.0947329,79.484,83.28
1951-03-25 12:00:00,81.36,1.2281532,78.604,82.644
1951-03-26 12:00:00,92.6296,0.74695915,90.872,93.42
1951-03-27 12:00:00,90.7032,0.82021064,89.196,91.852
1951-03-28 12:00:00,84.0548,0.9644102,82.752,85.972
1951-03-29 12:00:00,87.3372,0.7355504,85.96,88.484
1951-03-30 12:00:00,72.2984,0.890165,70.648,73.624
1951-03-31 12:00:00,80.1892,0.4631575,79.276,80.744
1951-04-01 12:00:00,77.5028,0.6011433,76.52,78.308
1951-04-02 12:00:00,75.7752,0.40575,74.92,76.392
1951-04-03 12:00:00,83.5932,0.8211434,81.78,84.736
1951-04-04 12:00:00,77.4628,1.1666404,75.124,79.072
1951-04-05 12:00:00,76.5332,1.2142645,74.108,78.2
1951-04-06 12:00:00,76.686,0.66492426,75.216,77.444
1951-04-07 12:00:00,82.3596,0.541253,81.644,83.164
1951-04-08 12:00:00,77.1048,0.9483778,75.152,78.268
1951-04-09 12:00:00,77.3804,0.318423,76.956,77.892
1951-04-10 12:00:00,90.9176,0.58443296,89.712,91.624
1951-04-11 12:00:00,84.413605,0.6823254,83.22,85.396
1951-04-12 12:00:00,70.692,0.60002315,69.316,71.464
1951-04-13 12:00:00,71.5724,0.63148314,70.616,72.688
1951-04-14 12:00:00,80.8796,0.64244986,79.672,81.776
1951-04-15 12:00:00,83.04,1.4525095,80.008,84.788
1951-04-16 12:00:00,65.7928,1.6418557,62.364,67.676
1951-04-17 12:00:00,66.1628,0.8966257,64.496,67.616
1951-04-18 12:00:00,66.1508,0.37352479,65.5,66.772
1951-04-19 12:00:00,64.9528,0.8943979,63.772,66.46
1951-04-20 12:00:00,55.268402,0.20065096,55.068,55.804
1951-04-21 12:00:00,71.758,0.65602523,70.252,72.58
1951-04-22 12:00:00,69.7144,0.9047111,67.94,70.808
1951-04-23 12:00:00,58.3556,0.2588802,58.044,58.772
1951-04-24 12:00:00,43.8304,0.36860505,43.304,44.636
1951-04-25 12:00:00,38.8308,0.38046727,38.152,39.568
1951-04-26 12:00:00,51.1888,0.6017619,50.428,52.28
1951-04-27 12:00:00,73.8824,0.5816527,72.952,74.704
1951-04-28 12:00:00,93.365204,0.17958216,93.116,93.656
1951-04-29 12:00:00,73.7264,0.6392101,72.304,74.516
1951-04-30 12:00:00,80.147995,1.080368,77.784,81.308
1951-05-01 12:00:00,65.7984,0.60271597,64.632,66.68
1951-05-02 12:00:00,66.4332,0.4579564,65.44,67.004
1951-05-03 12:00:00,61.8704,0.26441908,61.544,62.472
1951-05-04 12:00:00,55.974,0.44184107,55.348,56.928
1951-05-05 12:00:00,91.2504,0.377632,90.448,91.748
1951-05-06 12:00:00,74.9628,0.34991643,74.248,75.36
1951-05-07 12:00:00,73.198,0.2477034,72.828,73.712
1951-05-08 12:00:00,83.6196,0.55087054,82.74,84.356
1951-05-09 12:00:00,91.724,0.3429376,91.008,92.124
1951-05-10 12:00:00,62.7144,0.2970902,62.192,63.172
1951-05-11 12:00:00,50.335598,0.5268307,49.148,50.828
1951-05-12 12:00:00,57.3488,0.6652611,56.388,58.324
1951-05-13 12:00:00,78.4772,1.4486861,75.256,80.196
1951-05-14 12:00:00,80.3224,0.69304454,79.0,81.252
1951-05-15 12:00:00,86.3248,0.5639329,85.064,86.932
1951-05-16 12:00:00,76.172,0.78167814,74.692,77.268
1951-05-17 12:00:00,71.379196,0.41842228,70.864,72.1
1951-05-18 12:00:00,56.306,0.77654064,55.244,57.524
1951-05-19 12:00:00,72.5412,0.5210446,71.452,73.348
1951-05-20 12:00:00,71.2096,0.3397792,70.64,71.848
1951-05-21 12:00:00,85.712,0.48830047,84.96,86.728
1951-05-22 12:00:00,78.0896,0.22884896,77.644,78.516
1951-05-23 12:00:00,86.447205,1.2562684,83.864,87.932
1951-05-24 12:00:00,76.5196,0.99664354,74.556,77.844
1951-05-25 12:00:00,71.6932,0.20559451,71.34,72.088
1951-05-26 12:00:00,72.086,0.2656622,71.6,72.42
1951-05-27 12:00:00,92.9224,0.455303,92.048,93.552
1951-05-28 12:00:00,90.0564,0.5045093,89.04,90.824
1951-05-29 12:00:00,72.0468,0.6341038,70.848,73.064
1951-05-30 12:00:00,64.9444,0.2955379,64.168,65.204
1951-05-31 12:00:00,56.2776,0.44925585,55.616,56.972
1951-06-01 12:00:00,55.548798,0.09286205,55.424,55.692
1951-06-02 12:00:00,56.3972,0.49865416,55.696,57.06
1951-06-03 12:00:00,71.3828,0.34193853,70.928,71.856
1951-06-04 12:00:00,74.5628,0.39927852,73.888,75.096
1951-06-05 12:00:00,80.478,0.9688128,78.824,81.588
1951-06-06 12:00:00,72.3368,0.2772487,72.04,73.036
1951-06-07 12:00:00,77.3808,0.5900627,76.312,78.304
1951-06-08 12:00:00,63.152,0.17968898,62.94,63.424
1951-06-09 12:00:00,54.1572,0.38915342,53.48,54.668
1951-06-10 12:00:00,88.4568,0.7350927,87.032,89.44
1951-06-11 12:00:00,76.8964,0.51284456,75.64,77.376
1951-06-12 12:00:00,72.598404,0.34593993,72.16,73.152
1951-06-13 12:00:00,84.7556,0.68811625,83.408,85.772
1951-06-14 12:00:00,69.1192,0.6144415,68.284,70.012
1951-06-15 12:00:00,78.4636,0.7951263,76.908,79.612
1951-06-16 12:00:00,74.3476,0.8355121,72.524,75.412
1951-06-17 12:00:00,82.0076,0.6268949,80.956,83.068
1951-06-18 12:00:00,86.3264,0.7083661,84.564,87.08
1951-06-19 12:00:00,74.2344,0.61178166,73.34,75.276
1951-06-20 12:00:00,68.2472,0.9449891,66.04,69.308
1951-06-21 12:00:00,57.774,0.34599134,57.364,58.384
1951-06-22 12:00:00,71.8536,1.1996204,70.092,74.352
1951-06-23 12:00:00,79.3504,0.47538665,78.604,80.08
1951-06-24 12:00:00,89.1044,0.45560455,88.512,89.852
1951-06-25 12:00:00,77.2228,0.3911939,76.768,77.992
1951-06-26 12:00:00,79.836,0.5761075,79.04,80.808
1951-06-27 12:00:00,86.884,0.25866276,86.544,87.3
1951-06-28 12:00:00,85.441605,0.22711445,85.16,85.836
1951-06-29 12:00:00,74.522,0.6609821,73.056,75.332
1951-06-30 12:00:00,76.0656,0.59995294,74.916,76.912
1951-07-01 12:00:00,72.1176,0.41149577,71.392,72.9
1951-07-02 12:00:00,72.0132,0.75041646,70.604,73.056
1951-07-03 12:00:00,89.708,0.68762547,88.18,90.472
1951-07-04 12:00:00,88.647995,0.2505615,88.364,89.072
1951-07-05 12:00:00,71.3288,0.56357336,70.072,71.964
1951-07-06 12:00:00,86.144,1.1314504,83.964,87.712
1951-07-07 12:00:00,76.314804,0.72622603,74.66,77.136
1951-07-08 12:00:00,74.0388,0.7294179,72.552,75.096
1951-07-09 12:00:00,80.824,0.4997489,80.28,81.688
1951-07-10 12:00:00,79.616,0.62994266,78.72,80.42
1951-07-11 12:00:00,73.8572,0.32518283,73.284,74.348
1951-07-12 12:00:00,76.3584,0.31474346,75.84,76.916
1951-07-13 12:00:00,71.3592,0.5049097,70.552,72.348
1951-07-14 12:00:00,74.0052,0.19295587,73.716,74.276
1951-07-15 12:00:00,94.5484,0.4810897,93.996,95.504
1951-07-16 12:00:00,78.7988,0.54978335,77.508,79.488
1951-07-17 12:00:00,79.5544,0.9552305,77.524,80.74
1951-07-18 12:00:00,86.3648,0.3120442,85.888,86.816
1951-07-19 12:00:00,73.5876,0.6640806,72.124,74.416
1951-07-20 12:00:00,79.3212,0.35585657,78.788,79.828
1951-07-21 12:00:00,72.1224,0.35721332,71.34,72.644
1951-07-22 12:00:00,81.1848,0.838265,79.308,82.16
1951-07-23 12:00:00,80.3892,0.48292887,79.84,81.264
1951-07-24 12:00:00,87.812004,0.40936252,87.244,88.844
1951-07-25 12:00:00,86.4568,0.3691249,85.988,87.068
1951-07-26 12:00:00,86.3852,0.5170752,85.528,87.264
1951-07-27 12:00:00,76.3532,0.11208623,76.124,76.488
1951-07-28 12:00:00,76.4384,0.5276621,75.712,77.24
1951-07-29 12:00:00,70.0728,0.37489933,69.5,70.708
1951-07-30 12:00:00,67.6328,0.41913047,66.988,68.252
1951-07-31 12:00:00,58.6352,0.8479051,57.824,60.716
1951-08-01 12:00:00,80.47,0.37824327,79.676,81.048
1951-08-02 12:00:00,86.780396,0.6534848,85.616,87.7
1951-08-03 12:00:00,68.5628,0.21525209,68.24,68.996
1951-08-04 12:00:00,78.662796,0.40343812,78.02,79.236
1951-08-05 12:00:00,78.2428,0.932673,76.644,79.584
1951-08-06 12:00:00,68.6444,0.44836274,67.82,69.26
1951-08-07 12:00:00,68.9392,0.5582875,67.844,69.668
1951-08-08 12:00:00,91.3648,1.198988,88.848,92.768
1951-08-09 12:00:00,89.9408,0.3217693,89.416,90.472
1951-08-10 12:00:00,72.186,0.35520914,71.468,72.592
1951-08-11 12:00:00,77.1196,0.79324114,75.416,78.18
1951-08-12 12:00:00,82.7264,0.9907667,81.524,84.356
1951-08-13 12:00:00,73.668,0.872977,72.184,74.896
1951-08-14 12:00:00,78.7368,0.7476629,77.66,80.1
1951-08-15 12:00:00,85.1408,0.47772035,84.532,86.068
1951-08-16 12:00:00,77.0692,1.110454,75.064,78.448
1951-08-17 12:00:00,73.8916,0.1776325,73.524,74.096
1951-08-18 12:00:00,82.5656,0.29364514,81.984,82.948
1951-08-19 12:00:00,61.9012,0.15662424,61.644,62.148
1951-08-20 12:00:00,83.3336,0.20912904,82.916,83.688
1951-08-21 12:00:00,89.351204,0.87505984,87.372,90.352
1951-08-22 12:00:00,76.9364,0.5244099,75.98,77.696
1951-08-23 12:00:00,80.044395,0.20563678,79.728,80.404
1951-08-24 12:00:00,75.942,0.26828736,75.356,76.36
1951-08-25 12:00:00,78.2196,0.12677382,77.952,78.36
1951-08-26 12:00:00,79.8872,0.47089303,78.972,80.492
1951-08-27 12:00:00,75.4284,0.31433207,74.852,75.868
1951-08-28 12:00:00,82.803604,0.31914192,82.4,83.236
1951-08-29 12:00:00,69.401596,0.20488583,69.108,69.764
1951-08-30 12:00:00,71.9036,0.28835186,71.412,72.516
1951-08-31 12:00:00,87.0792,0.20976035,86.584,87.296
1951-09-01 12:00:00,82.798004,0.66353077,81.416,83.784
1951-09-02 12:00:00,83.5456,0.7885037,82.016,84.628
1951-09-03 12:00:00,93.8992,0.6683677,92.792,94.932
1951-09-04 12:00:00,81.7344,0.27183697,81.296,82.112
1951-09-05 12:00:00,80.216,0.7846188,78.912,81.46
1951-09-06 12:00:00,79.3608,0.1850551,79.0,79.656
1951-09-07 12:00:00,88.536804,0.77052593,87.076,89.376
1951-09-08 12:00:00,81.98,0.31606582,81.388,82.5
1951-09-09 12:00:00,77.4072,0.31300363,76.908,77.872
1951-09-10 12:00:00,64.8448,0.6907536,63.924,66.504
1951-09-11 12:00:00,79.659996,0.41996205,79.204,80.58
1951-09-12 12:00:00,87.474396,0.3716,87.016,88.048
1951-09-13 12:00:00,73.179596,0.19379567,72.996,73.64
1951-09-14 12:00:00,82.923996,0.52561903,81.68,83.504
1951-09-15 12:00:00,69.006,0.39950848,68.396,69.616
1951-09-16 12:00:00,73.9396,0.61511695,72.636,74.6
1951-09-17 12:00:00,85.5576,0.41757813,84.724,86.068
1951-09-18 12:00:00,89.9732,0.25481716,89.436,90.26
1951-09-19 12:00:00,86.2676,0.86004955,84.296,87.344
1951-09-20 12:00:00,89.362,0.43363795,88.776,90.2
1951-09-21 12:00:00,86.476,0.35953772,85.656,87.112
1951-09-22 12:00:00,82.5868,0.5216802,81.304,83.264
1951-09-23 12:00:00,72.3736,0.473468,71.8,73.228
1951-09-24 12:00:00,84.3056,0.73110926,83.22,85.352
1951-09-25 12:00:00,78.0104,0.1859141,77.74,78.396
1951-09-26 12:00:00,84.7848,0.49352008,83.644,85.484
1951-09-27 12:00:00,88.2692,0.664021,86.972,89.032
1951-09-28 12:00:00,80.5768,0.24860373,79.956,80.9
1951-09-29 12:00:00,81.5532,0.2113872,81.164,81.824
1951-09-30 12:00:00,85.448,0.2236209,85.092,85.696
1951-10-01 12:00:00,75.2156,0.28916717,74.872,75.832
1951-10-02 12:00:00,72.588,1.0418849,71.272,74.256
1951-10-03 12:00:00,83.4076,0.3516749,82.976,84.132
1951-10-04 12:00:00,79.1036,0.27475315,78.696,79.536
1951-10-05 12:00:00,80.234,0.22256789,79.904,80.624
1951-10-06 12:00:00,79.054,0.43245304,78.364,79.744
1951-10-07 12:00:00,74.91,0.41521218,74.252,75.524
1951-10-08 12:00:00,69.919205,0.65487725,68.876,71.136
1951-10-09 12:00:00,69.224396,0.82168454,68.136,70.928
1951-10-10 12:00:00,71.7864,0.45560718,71.208,72.732
1951-10-11 12:00:00,72.7164,0.34055722,72.276,73.26
1951-10-12 12:00:00,66.3328,0.78626335,65.16,67.832
1951-10-13 12:00:00,72.3004,0.28166643,71.892,72.668
1951-10-14 12:00:00,75.536,0.29097944,75.18,76.164
1951-10-15 12:00:00,68.3464,0.52413464,67.944,69.796
1951-10-16 12:00:00,70.9928,0.2258362,70.548,71.424
1951-10-17 12:00:00,76.7384,0.5685803,76.072,78.128
1951-10-18 12:00:00,84.7544,0.64597285,83.512,85.632
1951-10-19 12:00:00,89.5292,0.2555925,89.164,89.948
1951-10-20 12:00:00,91.1272,0.25164923,90.868,91.736
1951-10-21 12:00:00,80.145996,0.317083,79.292,80.432
1951-10-22 12:00:00,76.028,0.27692068,75.684,76.508
1951-10-23 12:00:00,81.8832,0.2793402,81.416,82.32
1951-10-24 12:00:00,81.58,0.3265189,81.008,82.124
1951-10-25 12:00:00,85.4028,0.16922487,85.084,85.78
1951-10-26 12:00:00,77.582794,0.6606113,76.812,78.876
1951-10-27 12:00:00,75.5624,0.28551778,75.132,75.936
1951-10-28 12:00:00,79.6804,0.29535973,79.224,80.188
1951-10-29 12:00:00,77.71,0.855393,76.388,79.192
1951-10-30 12:00:00,82.8936,0.37198016,82.532,83.872
1951-10-31 12:00:00,96.3844,0.3457979,96.008,96.984
1951-11-01 12:00:00,96.1568,0.24336803,95.692,96.42
1951-11-02 12:00:00,97.1284,0.54140997,96.06,97.876
1951-11-03 12:00:00,95.634,0.5910206,94.468,96.516
1951-11-04 12:00:00,91.4504,0.53518444,90.12,92.136
1951-11-05 12:00:00,89.4892,0.43215135,88.696,90.296
1951-11-06 12:00:00,84.6552,0.5333498,84.096,85.852
1951-11-07 12:00:00,90.2656,0.6389401,88.872,91.016
1951-11-08 12:00:00,87.3512,0.23652625,86.852,87.724
1951-11-09 12:00:00,89.7752,0.26445985,89.388,90.188
1951-11-10 12:00:00,93.066,0.5711153,92.288,94.076
1951-11-11 12:00:00,94.5504,0.716639,93.024,95.424
1951-11-12 12:00:00,97.0096,0.09338491,96.848,97.14
1951-11-13 12:00:00,95.8288,0.24707486,95.332,96.168
1951-11-14 12:00:00,95.7204,0.32956043,94.936,96.12
1951-11-15 12:00:00,90.27,0.22331265,89.968,90.576
1951-11-16 12:00:00,92.884796,0.35148516,92.312,93.376
1951-11-17 12:00:00,87.9912,0.79728854,86.68,89.148
1951-11-18 12:00:00,78.1776,0.33259267,77.66,78.788
1951-11-19 12:00:00,82.4796,0.22350304,82.028,82.82
1951-11-20 12:00:00,78.972,0.73177487,77.5,79.936
1951-11-21 12:00:00,82.9908,0.6203074,82.172,83.94
1951-11-22 12:00:00,87.4056,0.25849548,86.96,87.756
1951-11-23 12:00:00,92.05,0.2075932,91.776,92.372
1951-11-24 12:00:00,94.394,0.34887758,93.64,94.852
1951-11-25 12:00:00,86.116,0.6798943,84.868,86.992
1951-11-26 12:00:00,90.1868,0.56666845,89.316,91.192
1951-11-27 12:00:00,84.742004,0.8340373,83.344,85.848
1951-11-28 12:00:00,85.828,0.7221838,84.344,86.82
1951-11-29 12:00:00,90.1892,0.58711195,89.04,91.028
1951-11-30 12:00:00,86.1244,0.22559737,85.676,86.496
1951-12-01 12:00:00,83.07,0.71044636,81.64,84.108
1951-12-02 12:00:00,89.4776,0.5625568,88.436,90.16
1951-12-03 12:00:00,92.568,0.27069077,92.216,93.012
1951-12-04 12:00:00,90.7228,0.5197176,89.528,91.468
1951-12-05 12:00:00,88.3808,0.9877011,86.44,89.744
1951-12-06 12:00:00,94.4596,0.24090187,94.016,94.788
1951-12-07 12:00:00,86.0072,0.4922174,85.04,86.716
1951-12-08 12:00:00,76.5712,0.9866933,74.892,77.852
1951-12-09 12:00:00,75.85,0.5392556,74.636,76.488
1951-12-10 12:00:00,93.982,0.1709383,93.656,94.236
1951-12-11 12:00:00,87.7584,0.31713343,87.02,88.1
1951-12-12 12:00:00,93.0664,0.28206292,92.576,93.428
1951-12-13 12:00:00,79.2888,0.4158968,78.712,79.924
1951-12-14 12:00:00,88.1232,1.371775,86.44,91.492
1951-12-15 12:00:00,95.1824,0.48435658,94.452,96.02
1951-12-16 12:00:00,98.4284,0.24775255,97.892,98.732
1951-12-17 12:00:00,98.7304,0.27237698,98.308,99.236
1951-12-18 12:00:00,97.1092,0.41217586,96.212,97.568
1951-12-19 12:00:00,94.8928,0.33766666,94.256,95.428
1951-12-20 12:00:00,87.4476,0.44012877,87.056,88.624
1951-12-21 12:00:00,94.5372,0.70969445,93.396,95.516
1951-12-22 12:00:00,91.1556,0.39166695,90.448,91.852
1951-12-23 12:00:00,96.305595,0.34553185,95.792,96.852
1951-12-24 12:00:00,79.8592,0.15829867,79.612,80.128
1951-12-25 12:00:00,90.442,0.5664934,89.504,91.244
1951-12-26 12:00:00,94.2492,0.15645207,93.96,94.564
1951-12-27 12:00:00,86.4512,0.27992502,85.96,86.804
1951-12-28 12:00:00,77.5912,0.29367054,77.028,77.976
1951-12-29 12:00:00,87.4828,0.40655047,86.872,88.12
1951-12-30 12:00:00,93.532,0.2662915,93.148,93.964
1951-12-31 12:00:00,84.4948,0.88600886,83.048,85.704
1952-01-01 12:00:00,91.9504,0.39866662,91.352,92.472
1952-01-02 12:00:00,86.852,0.33479822,86.32,87.372
1952-01-03 12:00:00,88.3604,0.22544783,87.98,88.732
1952-01-04 12:00:00,92.4836,0.29345006,91.984,92.892
1952-01-05 12:00:00,91.7712,0.5936105,90.704,92.616
1952-01-06 12:00:00,93.4332,0.4180518,92.676,94.2
1952-01-07 12:00:00,96.0736,0.44528177,95.176,96.54
1952-01-08 12:00:00,94.772,1.0320991,92.972,96.252
1952-01-09 12:00:00,88.0632,0.6633761,86.856,88.972
1952-01-10 12:00:00,92.8504,0.7790796,91.296,93.712
1952-01-11 12:00:00,90.9908,0.6497115,89.432,91.804
1952-01-12 12:00:00,91.5088,0.5752551,90.42,92.232
1952-01-13 12:00:00,86.926,0.40998456,86.252,87.512
1952-01-14 12:00:00,87.3728,0.38397893,86.868,87.9
1952-01-15 12:00:00,86.1868,0.2669778,85.712,86.564
1952-01-16 12:00:00,89.0116,0.372702,88.1,89.36
1952-01-17 12:00:00,88.4844,0.5817069,87.2,89.296
1952-01-18 12:00:00,83.569595,0.24309346,83.244,84.076
1952-01-19 12:00:00,90.4028,0.18156622,90.196,90.712
1952-01-20 12:00:00,93.9988,0.1621759,93.74,94.268
1952-01-21 12:00:00,85.4572,0.4201139,84.964,86.2
1952-01-22 12:00:00,83.0532,0.38580328,82.58,83.992
1952-01-23 12:00:00,86.0628,0.0795387,85.98,86.212
1952-01-24 12:00:00,85.0352,0.729908,83.612,86.02
1952-01-25 12:00:00,81.4484,0.10463785,81.296,81.632
1952-01-26 12:00:00,86.224,0.53519166,85.224,86.876
1952-01-27 12:00:00,88.6204,0.3696335,87.908,89.072
1952-01-28 12:00:00,84.3332,1.1537504,82.144,85.972
1952-01-29 12:00:00,86.1728,0.35220823,85.58,86.608
1952-01-30 12:00:00,93.2024,0.5416875,92.364,93.94
1952-01-31 12:00:00,88.7728,1.0551875,87.048,90.368
1952-02-01 12:00:00,86.4028,0.476386,85.668,87.084
1952-02-02 12:00:00,90.4548,0.18000032,90.004,90.64
1952-02-03 12:00:00,90.92,0.6905441,89.704,91.952
1952-02-04 12:00:00,90.8672,0.59905183,89.744,91.688
1952-02-05 12:00:00,78.85,0.54579526,77.7,79.612
1952-02-06 12:00:00,94.6828,0.38788843,93.76,95.136
1952-02-07 12:00:00,89.366,0.6314863,88.072,90.212
1952-02-08 12:00:00,84.0312,0.48275554,82.948,84.66
1952-02-09 12:00:00,87.54,0.50605786,86.72,88.34
1952-02-10 12:00:00,89.8748,0.35966992,89.38,90.38
1952-02-11 12:00:00,73.6648,0.3641176,73.056,74.208
1952-02-12 12:00:00,80.5104,0.26640272,80.144,80.884
1952-02-13 12:00:00,89.3164,0.51406586,88.672,90.12
1952-02-14 12:00:00,82.8388,0.4637527,81.92,83.5
1952-02-15 12:00:00,82.3492,0.93735063,80.54,83.456
1952-02-16 12:00:00,81.4348,1.2051687,79.464,83.34
1952-02-17 12:00:00,89.2488,0.9101792,87.7,90.744
1952-02-18 12:00:00,90.8768,0.2644947,90.508,91.336
1952-02-19 12:00:00,95.8392,0.16948713,95.636,96.132
1952-02-20 12:00:00,93.1568,0.46951115,92.1,93.68
1952-02-21 12:00:00,93.394,0.24773629,92.94,93.792
1952-02-22 12:00:00,86.262,0.7432282,84.652,87.268
1952-02-23 12:00:00,86.8868,1.0614095,84.68,88.536
1952-02-24 12:00:00,90.96,0.13282126,90.748,91.164
1952-02-25 12:00:00,90.6228,0.6028771,89.384,91.436
1952-02-26 12:00:00,85.2624,1.2215502,82.672,86.972
1952-02-27 12:00:00,91.3796,0.29372913,90.932,91.776
1952-02-28 12:00:00,84.4532,0.5673046,83.292,85.204
1952-02-29 12:00:00,94.8496,0.1274006,94.624,95.088
1952-03-01 12:00:00,72.6376,0.4391197,72.024,73.336
1952-03-02 12:00:00,88.2224,0.7414622,86.932,89.156
1952-03-03 12:00:00,82.524,0.92329,81.168,83.876
1952-03-04 12:00:00,77.1112,0.44402465,76.368,77.864
1952-03-05 12:00:00,80.016,0.6084691,79.144,81.456
1952-03-06 12:00:00,68.988,0.47478086,68.064,69.544
1952-03-07 12:00:00,67.3804,0.26228848,66.836,67.676
1952-03-08 12:00:00,65.2744,0.27565274,64.848,65.668
1952-03-09 12:00:00,64.236,0.47704795,63.44,64.836
1952-03-10 12:00:00,85.018,0.568376,84.18,86.276
1952-03-11 12:00:00,85.6104,0.22574551,85.032,85.86
1952-03-12 12:00:00,87.6888,0.65080965,86.336,88.348
1952-03-13 12:00:00,66.1792,0.23335877,65.788,66.7
1952-03-14 12:00:00,69.828804,0.64363706,68.436,70.516
