time,rsds_mean,rsds_stdev,rsds_min,rsds_max
1951-01-01 12:00:00,14.274438,0.22622758,14.0435705,14.691787
1951-01-02 12:00:00,15.512129,0.16863805,15.20798,15.826767
1951-01-03 12:00:00,17.860586,0.73483986,17.030428,19.29107
1951-01-04 12:00:00,22.502394,0.5697032,21.526236,23.274433
1951-01-05 12:00:00,6.9756293,0.1691915,6.765052,7.3455477
1951-01-06 12:00:00,10.713705,0.21585202,10.435068,11.094128
1951-01-07 12:00:00,11.630978,0.4992336,10.993424,12.665196
1951-01-08 12:00:00,9.203204,0.68424386,7.98486,10.263603
1951-01-09 12:00:00,14.325541,0.21187699,14.0708685,14.742553
1951-01-10 12:00:00,18.682316,0.45482683,18.1144,19.42887
1951-01-11 12:00:00,12.92941,0.08825951,12.794371,13.0978775
1951-01-12 12:00:00,23.590797,0.7959975,22.051464,25.06928
1951-01-13 12:00:00,22.890028,0.646236,21.924488,23.912441
1951-01-14 12:00:00,16.360788,0.46415555,15.375193,17.085848
1951-01-15 12:00:00,20.784105,0.2230831,20.371408,21.165524
1951-01-16 12:00:00,25.950775,1.4269702,23.30908,27.839602
1951-01-17 12:00:00,9.055556,0.28332752,8.5705185,9.579826
1951-01-18 12:00:00,14.821829,0.22154179,14.412754,15.139337
1951-01-19 12:00:00,19.209448,0.5282522,18.120752,19.950407
1951-01-20 12:00:00,28.859196,0.9768068,27.132664,30.440338
1951-01-21 12:00:00,57.31584,1.1334349,55.704685,59.169598
1951-01-22 12:00:00,9.252461,0.37779707,8.632593,9.919144
1951-01-23 12:00:00,16.457533,0.14103894,16.17019,16.695007
1951-01-24 12:00:00,17.900675,0.87398666,16.41643,18.99337
1951-01-25 12:00:00,42.61799,3.872796,35.934284,47.551373
1951-01-26 12:00:00,21.666529,0.22234805,21.350233,22.07106
1951-01-27 12:00:00,22.793428,0.6090675,21.786943,23.672499
1951-01-28 12:00:00,17.675817,0.20044784,17.29514,18.015858
1951-01-29 12:00:00,18.252436,0.15600607,18.016514,18.498274
1951-01-30 12:00:00,28.984072,1.7512075,26.918064,32.337063
1951-01-31 12:00:00,26.002108,1.038868,24.392836,27.627337
1951-02-01 12:00:00,26.927881,0.36456442,26.548412,27.526514
1951-02-02 12:00:00,30.563118,1.2563154,28.847021,32.243576
1951-02-03 12:00:00,27.624409,0.7639222,26.381447,28.730316
1951-02-04 12:00:00,32.375183,0.91946554,31.52978,34.56246
1951-02-05 12:00:00,30.958317,0.5116367,30.282955,31.852858
1951-02-06 12:00:00,34.727753,0.77566093,33.146008,35.6417
1951-02-07 12:00:00,86.358284,1.6805404,84.118004,89.35703
1951-02-08 12:00:00,34.25095,1.1339505,32.573563,36.036808
1951-02-09 12:00:00,31.783745,1.0577871,30.476044,33.95404
1951-02-10 12:00:00,27.583021,0.30174667,26.827717,27.842289
1951-02-11 12:00:00,30.49901,0.3730055,29.816105,30.98834
1951-02-12 12:00:00,63.46364,1.4454268,61.15177,65.313
1951-02-13 12:00:00,32.596516,0.5081711,31.711472,33.286716
1951-02-14 12:00:00,31.433626,0.23138855,31.010832,31.935097
1951-02-15 12:00:00,32.90955,0.7699558,31.616076,34.24696
1951-02-16 12:00:00,51.930527,3.4478505,45.610027,55.49916
1951-02-17 12:00:00,29.345404,0.69961166,28.454239,30.572563
1951-02-18 12:00:00,57.203102,1.8867071,55.119045,61.508152
1951-02-19 12:00:00,66.30582,0.98464215,64.92022,68.09686
1951-02-20 12:00:00,59.7832,2.2402117,56.13456,63.589336
1951-02-21 12:00:00,59.170116,0.79650116,58.228165,60.553043
1951-02-22 12:00:00,72.1913,3.385859,68.216896,79.69468
1951-02-23 12:00:00,43.981495,0.71035355,43.14964,45.46575
1951-02-24 12:00:00,62.392654,2.0800567,60.421608,65.602264
1951-02-25 12:00:00,74.610085,1.1487823,71.66657,75.87636
1951-02-26 12:00:00,41.36302,0.6271781,40.363045,42.20655
1951-02-27 12:00:00,61.166416,1.6596361,58.506874,63.902298
1951-02-28 12:00:00,44.094913,0.7159522,43.034004,45.359035
1951-03-01 12:00:00,46.386734,0.83396304,45.150784,47.97124
1951-03-02 12:00:00,59.4792,2.1791527,56.213684,63.34434
1951-03-03 12:00:00,115.7837,1.7132529,112.69715,118.71675
1951-03-04 12:00:00,148.17212,1.3482485,145.28584,149.31934
1951-03-05 12:00:00,88.22171,2.3880124,84.49846,92.428505
1951-03-06 12:00:00,113.04826,3.2187688,108.5726,118.25517
1951-03-07 12:00:00,141.91655,0.5048183,141.0875,142.9865
1951-03-08 12:00:00,59.60327,1.311753,57.548866,61.6946
1951-03-09 12:00:00,53.587837,0.70430285,52.341682,54.440437
1951-03-10 12:00:00,45.12191,0.7852045,44.00274,46.13195
1951-03-11 12:00:00,86.477036,2.9389884,82.598885,92.884094
1951-03-12 12:00:00,53.904617,2.0566761,51.05194,57.434296
1951-03-13 12:00:00,105.67513,3.3442848,100.09921,111.45842
1951-03-14 12:00:00,91.61601,2.1049542,88.7374,94.849915
1951-03-15 12:00:00,47.298553,1.25663,45.619095,49.25816
1951-03-16 12:00:00,94.67899,1.9383421,92.35059,99.01766
1951-03-17 12:00:00,32.446022,0.5879406,31.167166,33.404236
1951-03-18 12:00:00,52.19179,2.8012729,48.360844,55.52969
1951-03-19 12:00:00,64.675316,2.5861933,59.346878,67.78098
1951-03-20 12:00:00,123.09684,2.0687308,118.854195,126.805824
1951-03-21 12:00:00,189.62442,2.4563868,184.80548,192.23238
1951-03-22 12:00:00,36.162548,0.7347983,34.817253,37.11296
1951-03-23 12:00:00,9.085917,0.04191823,8.996311,9.1533985
1951-03-24 12:00:00,98.413506,3.6071928,90.75901,103.07433
1951-03-25 12:00:00,146.3568,1.3328295,144.07146,149.24692
1951-03-26 12:00:00,87.503296,1.2236103,84.96529,89.59707
1951-03-27 12:00:00,55.53915,1.8471898,50.763832,57.29859
1951-03-28 12:00:00,130.63042,6.858529,119.98676,143.06699
1951-03-29 12:00:00,133.00333,4.645757,127.210396,142.56915
1951-03-30 12:00:00,165.99774,4.4272494,159.92393,173.326
1951-03-31 12:00:00,144.39673,3.3481157,138.06375,148.47966
1951-04-01 12:00:00,87.84377,2.1285603,85.186806,92.1267
1951-04-02 12:00:00,120.359344,0.9630197,118.65093,121.941925
1951-04-03 12:00:00,116.75968,2.193222,112.30243,119.80241
1951-04-04 12:00:00,111.154,3.1590471,105.48526,116.4382
1951-04-05 12:00:00,177.08344,1.6172798,175.42046,179.75853
1951-04-06 12:00:00,84.85745,2.836979,79.89886,88.862915
1951-04-07 12:00:00,91.44018,2.6979504,86.6102,94.59853
1951-04-08 12:00:00,145.95059,3.1573005,140.4045,150.2804
1951-04-09 12:00:00,148.86041,2.5137794,143.61299,152.20352
1951-04-10 12:00:00,68.47673,1.9128277,65.38276,71.932945
1951-04-11 12:00:00,103.65313,4.630352,97.89839,112.160614
